maintenance_id,equipment_id,maintenance_type,start_datetime,end_datetime,duration_hours,status,technician_id,description,parts_cost,labor_cost,total_cost,next_maintenance_date,breakdown_cause,resolution,quality_check_status
435,27,Капітальний ремонт,2023-11-05,2023-11-06 10:12:50.057543,34.21390487295736,Завершено,84,Виконувати диявол розгубитися картинка призначити. Шкарпетка головний груди загроза. Адже зловити прихований інший командир дрімати бажання.,19750.32,14365.36,34115.68,2024-05-04 10:12:50.057543,,,Потребує перевірки
436,16,Капітальний ремонт,2024-09-13,2024-09-14 13:51:35.319254,37.85981090392802,Завершено,199,Яблуко єдиний палата небезпека ланцюжок шкарпетка тисяча монета. Райком правління присісти трубка природа.,19284.59,5893.84,25178.43,2024-11-13 13:51:35.319254,,,Очікує
437,7,Планове обслуговування,2024-12-03,2024-12-03 06:20:43.101436,6.345305954556494,Заплановано,48,Бетонний передо мільярд один болото плавно. Помовчати встати метелик актриса. Соціалістичний пристрій яблуко розгубитися.,4622.56,861.31,5483.870000000001,2025-06-01 06:20:43.101436,,,Потребує перевірки
438,47,Капітальний ремонт,2024-02-19,2024-02-20 09:44:17.153079,33.738098077529216,Відкладено,11,Ґаздиня затримати торгівля розвинений аж. Падати друкувати намір свіжий хід. Трубка художній призначити виднітися зима.,13448.45,16949.53,30397.98,2024-04-20 09:44:17.153079,,,Потребує перевірки
439,3,Поточний ремонт,2023-07-12,2023-07-12 13:14:00.271859,13.233408849777117,Заплановано,51,Відділ жити щастя мати пісня поріг. Простір шолом вмирати потрясти мимо пристрасть інтернет. Провал самостійно монета каюта вперед заробити відповідність вітрина.,8315.81,1832.76,10148.57,2023-08-11 13:14:00.271859,,,Потребує перевірки
440,43,Аварійний ремонт,2023-11-09,2023-11-09 22:44:58.991578,22.74971988276674,В процесі,188,Вигнати головний настати спасти картинка приходити чітко розгубитися.,7394.58,7775.49,15170.07,2024-11-08 22:44:58.991578,Знос деталей,Модернізація вузла,Очікує
441,49,Капітальний ремонт,2024-10-29,2024-10-31 03:14:22.469443,51.239574845142236,Відкладено,105,"Гараж яблуко вітати правління правий скинути крутий синок.
Медицина мить функція упор щось.",15462.48,10869.77,26332.25,2025-01-29 03:14:22.469443,,,Пройдено
442,32,Поточний ремонт,2024-09-19,2024-09-19 10:27:32.896172,10.4591378256543,Відкладено,142,Народ витримати виблискувати мить ланцюжок вчора неправда. Збудження сумнівний блін набір тютюн хата упор.,8046.92,4633.09,12680.01,2024-10-19 10:27:32.896172,,,Потребує перевірки
443,49,Аварійний ремонт,2024-01-22,2024-01-22 09:59:01.149474,9.983652631752914,Відкладено,68,Рідкий шкарпетка вперед відповідність похорон правління. Зима грати тьмяний число сумнівний серйозний райком.,6277.83,4498.08,10775.91,2024-04-21 09:59:01.149474,Перевантаження,Регулювання,Потребує перевірки
444,3,Поточний ремонт,2023-05-15,2023-05-15 09:08:47.527873,9.14653552036622,Завершено,188,"Коваль інший сходити виражений близько.
Спорт палиця житель пити коробка обуритися. Можливо тривога занадто порівняння. Конструкція лягати польовий сумний один болісно лягати.",8748.22,1541.69,10289.91,2023-06-14 09:08:47.527873,,,Очікує
445,49,Планове обслуговування,2024-10-05,2024-10-05 03:31:24.759423,3.5235442840436972,Заплановано,105,"Фахівець покидати діловий. Казна-Хто безпорадний інтернет за банда реклама щастя.
Ґазда відділ порт решітка нестерпний гараж зате. Матерія обуритися можливо.",2849.1,1225.9,4075.0,2025-01-03 03:31:24.759423,,,Потребує перевірки
446,36,Аварійний ремонт,2024-05-21,2024-05-21 12:57:10.938234,12.95303839840814,В процесі,48,Небезпека чітко адвокат жорстокий. Самостійно в'язниця місце поріг скинути. Насолода відзначити інший промовчати холодно диявол кільце потрясти.,11638.91,2461.55,14100.46,2025-05-21 12:57:10.938234,Перевантаження,Перепрограмування,Потребує перевірки
447,23,Поточний ремонт,2024-02-26,2024-02-26 06:44:42.696177,6.745193382441767,Відкладено,76,Коричневий команда ліловий. Падаль бригада тютюн пристрій. Ручка пристойний розводити простір дівка ґаздиня тисяча бак.,1384.8600000000001,3315.61,4700.47,2024-08-24 06:44:42.696177,,,Очікує
448,21,Капітальний ремонт,2023-09-10,2023-09-12 03:34:24.171495,51.573380970923,Заплановано,92,Виконувати порада ламати ремінь поставити незручно адвокат. Брову упор ідея гараж співрозмовник. Збільшуватися мигнути грати адвокат сумнівний перетнути вибирати термін.,28693.809999999998,9406.28,38100.09,2023-12-11 03:34:24.171495,,,Потребує перевірки
449,1,Поточний ремонт,2023-01-11,2023-01-11 12:13:16.982287,12.221383968746665,Заплановано,101,Низький відповідність сходити гіркий міркування ніч вчора картинка. Розстебнути князь щось неправда. Рідкий редактор навряд ковзати вибирати благати за.,12629.63,4351.37,16981.0,2023-03-12 12:13:16.982287,,,Потребує перевірки
450,43,Поточний ремонт,2023-11-06,2023-11-06 12:27:46.855118,12.463015310687153,Завершено,30,Адже мотоцикл несподівано надати. Вечір їсти який потрясти лапа бригада поява. Солома пристойний народ.,9597.34,4029.78,13627.12,2024-11-05 12:27:46.855118,,,Потребує перевірки
451,49,Поточний ремонт,2024-06-17,2024-06-17 05:04:11.409727,5.069836035177969,Завершено,72,Небезпека висіти прихований радити ленінград простір.,8904.18,2543.61,11447.79,2024-09-15 05:04:11.409727,,,Очікує
452,9,Планове обслуговування,2023-10-09,2023-10-09 05:18:28.688008,5.307968891085868,В процесі,84,Синок виконувати банк редактор. Коричневий інструкція ефект здалеку єврейський заспокоїтися що-небудь червʼяк. Знищення зрідка міркування затягнутися.,9487.76,846.24,10334.0,2023-12-08 05:18:28.688008,,,Пройдено
453,36,Планове обслуговування,2024-04-02,2024-04-02 05:20:56.998026,5.349166118297455,Заплановано,133,Розкішний присвятити реклама мета. Князь конференція художній знімати.,7147.8099999999995,1719.22,8867.029999999999,2025-04-02 05:20:56.998026,,,Очікує
454,19,Аварійний ремонт,2023-02-01,2023-02-01 04:36:26.101864,4.607250517750856,Завершено,29,Диявол інший банда головка. Палата редактор присвятити пісня похорон. Теорія відзначити уточнити господь недолік. Сумнівний скинути оборот терапія застосовуватися знаходити.,15868.82,5445.56,21314.38,2024-02-01 04:36:26.101864,Знос деталей,Регулювання,Очікує
455,24,Капітальний ремонт,2024-02-07,2024-02-09 05:25:48.038664,53.43001073996251,Завершено,92,"Настати штаб ліловий спорт домогтися бажання. Скинути промовчати інтелектуальний.
Факультет промовчати другий. Дихання легко армійський пісня означати кордон виконувати.",26804.98,17574.45,44379.43,2024-08-07 05:25:48.038664,,,Очікує
456,48,Планове обслуговування,2023-04-11,2023-04-11 02:23:00.720349,2.3835334301405062,Завершено,105,Податковий тисяча терапія доба червонй отже тисяча й. Бригада збудження шолом плід мить теорія вибирати. Головка гіркий оборот.,11569.27,1390.97,12960.24,2023-05-11 02:23:00.720349,,,Пройдено
457,30,Планове обслуговування,2023-08-02,2023-08-02 04:43:31.670616,4.725464059951321,Завершено,158,"Застосовуватися близько синок призначити вечір коваль увійти міркування. Дрібниця прощення комунізм розкішний серйозний. Розводити ліловий синок плавно.
Видимо простір спасти слати.",8530.06,1196.96,9727.02,2023-10-31 04:43:31.670616,,,Пройдено
458,13,Поточний ремонт,2024-02-02,2024-02-02 11:32:11.226144,11.536451706771606,Відкладено,47,"Метал процес синок встати наполегливо. Міф мати сміття угодний художній звільнити.
Рот затягнутися хлопець бажання. Багряний дівка полюбити комунізм недолік.",10060.58,1006.7,11067.28,2024-05-02 11:32:11.226144,,,Очікує
459,41,Планове обслуговування,2024-05-15,2024-05-15 04:30:44.430491,4.5123418030147855,Завершено,44,Теорія а здалеку летіти потім близько черговий командування. Здригатися синок виражений кидати ручка.,6201.32,982.42,7183.74,2025-05-15 04:30:44.430491,,,Очікує
460,15,Аварійний ремонт,2024-11-08,2024-11-08 20:58:43.261079,20.978683633070652,В процесі,44,Яскраво важливий сходити болісно. Сумнівний настати труп тривога мотоцикл. Висловлюватися командир єврейський подвірʼя зміна пристойний. Крутий запустити отже склянка зарплата червонй.,1320.98,7514.25,8835.23,2025-01-07 20:58:43.261079,Знос деталей,Очистка системи,Очікує
461,26,Аварійний ремонт,2023-08-03,2023-08-03 09:17:45.529682,9.295980467360529,Заплановано,130,"Актриса синок головка місце вітати плід інфекція. Закласти помовчати солома.
Лягати товар болісно міркування гідність. Райком упор вскакивать комунізм.",14868.33,8033.46,22901.79,2023-09-02 09:17:45.529682,Людський фактор,Перепрограмування,Пройдено
462,25,Поточний ремонт,2023-03-07,2023-03-07 04:38:18.175519,4.638382088673708,В процесі,29,Червень вказаний обуритися друкувати. Домогтися зловити падаль хлопець спорт виблискувати.,7068.21,4582.51,11650.720000000001,2023-09-03 04:38:18.175519,,,Пройдено
463,4,Планове обслуговування,2023-10-01,2023-10-01 06:07:57.599496,6.132666526622432,В процесі,29,"Зима зелений плід інвалід. Конференція порт мати монета.
Фахівець вивчити полюбити функція струмок прелесть пристрій. Наполегливо епоха мотоцикл.",9224.38,1724.19,10948.57,2024-03-29 06:07:57.599496,,,Очікує
464,13,Поточний ремонт,2024-09-16,2024-09-16 06:26:47.956049,6.44665445809818,В процесі,44,Правильний командир даль увійти армійський протягувати аналіз. Ліловий зрозумілий уникати розуміти вітати.,11017.98,4819.81,15837.79,2024-12-15 06:26:47.956049,,,Потребує перевірки
465,25,Планове обслуговування,2024-10-14,2024-10-14 07:21:18.051663,7.35501435096279,В процесі,188,Зупинити головний прелесть будівництво так. Співрозмовник заява іспит вивести плід гіркий місце. Слати народ підземний ліхтарик провінція робочий п'ятеро.,4901.3,1715.2,6616.5,2025-04-12 07:21:18.051663,,,Очікує
466,30,Поточний ремонт,2024-02-19,2024-02-19 09:26:31.640996,9.44212249889193,Заплановано,51,"Самостійно заспівати холодно залучати. Виражений хлопчисько неправда функція.
Розкішний монета жорстокий. Прірва синок потім занадто штаб приятель.",12441.150000000001,3894.04,16335.190000000002,2024-05-19 09:26:31.640996,,,Потребує перевірки
467,15,Планове обслуговування,2024-10-11,2024-10-11 02:33:53.085742,2.5647460395035324,Відкладено,76,Світило підкинути вітати брову шкарпетка лапа й. Збільшуватися близько природний дівка гуляти услати байдужий.,1897.3400000000001,1585.57,3482.91,2024-12-10 02:33:53.085742,,,Пройдено
468,17,Капітальний ремонт,2024-08-24,2024-08-26 05:29:59.703699,53.499917694266365,Заплановано,1,"Загроза природа заробити світило головка. Кора вітрина хата голубчик. Інший намір що-небудь пристойний адже епоха.
Виражений мить недолік поставити.",27732.2,5782.55,33514.75,2024-09-25 05:29:59.703699,,,Очікує
469,12,Капітальний ремонт,2023-06-08,2023-06-10 11:25:02.524314,59.417367865062175,Заплановано,188,Повністю ліловий здригнутися гараж комунізм ланцюжок природа вибирати. Боєць рот один гіркий приятель. Коричневий незвичний приходити дівка поїзд заборонити вивчити важливий. Зелений перед падаль.,14026.3,6712.41,20738.71,2024-06-09 11:25:02.524314,,,Очікує
470,37,Планове обслуговування,2024-10-28,2024-10-28 07:26:18.670933,7.438519703597503,Заплановано,188,Запустити бригада бігати конструкція витримати. Скинути паща палиця. Зупинити поставити художній колектив упор степ затримати.,5762.69,1828.9,7591.59,2025-10-28 07:26:18.670933,,,Очікує
471,39,Планове обслуговування,2023-10-24,2023-10-24 06:23:08.577614,6.385716003828734,В процесі,68,Коробка взагалі академік провінція чоловічок місце оборот. Спорт падати бігати присісти іспит можливо. Гроші правий ніж так блін. Передо тисяча жити здригнутися.,1752.8500000000001,1307.56,3060.41,2024-01-22 06:23:08.577614,,,Потребує перевірки
472,27,Аварійний ремонт,2023-06-28,2023-06-28 08:48:25.889435,8.807191509822623,Відкладено,73,Картинка редактор близько ніж обуритися досліджено благати. Неправда каюта багряний демократія плід. Залучати холодно пастух наштовхнутися.,15893.85,7717.26,23611.11,2023-12-25 08:48:25.889435,Людський фактор,Регулювання,Очікує
473,9,Капітальний ремонт,2024-08-25,2024-08-26 07:05:12.894305,31.08691508482129,Відкладено,92,Інвалід слати сміятися здригнутися художній. Райком польовий залучати факультет казна-хто.,20664.489999999998,7509.58,28174.07,2024-10-25 07:05:12.894305,,,Очікує
474,19,Капітальний ремонт,2024-03-11,2024-03-13 16:50:15.866359,64.83774065540227,Відкладено,11,Почуття коричневий єдиний. Академік похмуро навряд. Правий домогтися коваль уточнити жорстокий при багаття.,29114.99,5536.05,34651.04,2025-03-13 16:50:15.866359,,,Пройдено
475,34,Капітальний ремонт,2024-10-03,2024-10-05 09:49:04.315103,57.81786530641986,Завершено,199,Боєць бок мільярд розводити загроза. Монета спасти сміття тривога. Зміна житель робочий конференція нестерпний. Штаб дівка бак.,17301.329999999998,9828.15,27129.479999999996,2024-11-04 09:49:04.315103,,,Очікує
476,47,Аварійний ремонт,2024-02-06,2024-02-06 10:09:05.594981,10.151554161374007,В процесі,199,Наполегливо плід матерія тютюн. Комунізм природний обуритися мимо інший природа заклад кут.,14392.8,8891.4,23284.199999999997,2024-04-06 10:09:05.594981,Перевантаження,Перепрограмування,Очікує
477,40,Поточний ремонт,2024-11-24,2024-11-24 07:53:03.253922,7.884237200499442,В процесі,47,"Купа прохід лапа більше пісенька другий що відділ. Кут доба валюта через полюбити. Століття подвірʼя бак єдиний кидати чоловічок.
Гіркий колектив болото сміливий. Зате блін ґудзик інший летіти.",7128.110000000001,4880.51,12008.62,2025-11-24 07:53:03.253922,,,Очікує
478,33,Аварійний ремонт,2024-08-19,2024-08-19 17:55:49.471596,17.930408776597194,В процесі,30,Гіркий ліловий сміття уникати космос ремінь. Взагалі хлопець вивчити заплакати щур здригнутися ручка мати.,7591.610000000001,5071.56,12663.170000000002,2025-02-15 17:55:49.471596,Знос деталей,Перепрограмування,Потребує перевірки
479,17,Поточний ремонт,2024-08-01,2024-08-01 15:31:54.730925,15.531869701356605,Завершено,100,"Польовий вперед юний дрібниця загроза співрозмовник.
Наштовхнутися занадто упустити приятель вивчити. Вибирати образа наполегливо товар.",11936.72,2949.48,14886.199999999999,2024-08-31 15:31:54.730925,,,Пройдено
480,41,Поточний ремонт,2024-12-09,2024-12-09 10:25:27.427499,10.424285416395996,Завершено,11,Яблуко заклад світило. Банда загроза актриса порада який синок мільярд.,5023.72,1057.38,6081.1,2025-12-09 10:25:27.427499,,,Очікує
481,19,Аварійний ремонт,2024-07-03,2024-07-03 22:52:13.374851,22.870381902982434,В процесі,101,Матерія точно застосовуватися труп картинка відділ досліджено болото. Слати раніше дрібниця метал.,7779.76,6297.02,14076.78,2025-07-03 22:52:13.374851,Людський фактор,Очистка системи,Очікує
482,6,Аварійний ремонт,2024-05-02,2024-05-02 17:41:18.884774,17.68857910380167,В процесі,29,"Райком покинути казна-хто білизна. Важкий заспівати розуміти неправда.
Присвятити чотири розуміти неправда. Ламати кидати бок щур багаття господь хотіти.",11468.07,5669.39,17137.46,2024-07-01 17:41:18.884774,Перевантаження,Перепрограмування,Пройдено
483,23,Планове обслуговування,2023-12-07,2023-12-07 06:31:57.494811,6.532637447638695,Заплановано,188,"Соціалістичний роса затримати вмирати. Розвинений простір брову природний танцювати.
Викинути слати художній виблискувати брову решітка.",4955.98,1080.41,6036.389999999999,2024-06-04 06:31:57.494811,,,Очікує
484,14,Аварійний ремонт,2023-07-11,2023-07-11 10:35:21.366274,10.589268409315157,В процесі,142,Услати збільшуватися прихований конструкція. Художній більше кидати. МʼЯта через відзначити зрозумілий сумнівний упустити блискучий армійський.,3351.51,3121.15,6472.66,2023-08-10 10:35:21.366274,Відмова системи охолодження,Модернізація вузла,Потребує перевірки
485,36,Аварійний ремонт,2024-10-13,2024-10-13 12:46:06.984759,12.768606877414667,Завершено,105,"Плавно розводити господь обуритися природний. Скинути незвичний пропадати сумнівний мільярд виблискувати даль підлога. Природа прірва шкіра.
Надати черевик знімати місце.",11525.5,8934.4,20459.9,2025-10-13 12:46:06.984759,Перевантаження,Очистка системи,Потребує перевірки
486,39,Аварійний ремонт,2024-11-14,2024-11-14 20:34:59.235947,20.583121096412864,Заплановано,11,"Спалити провінція зарплата комунізм рідкий.
Порівняння пити мимо іспит крутий програміст розлад. Простір збудження ягода. Покоління тривога білизна інструкція простір.",15671.86,2094.74,17766.6,2025-02-12 20:34:59.235947,Відмова системи охолодження,Регулювання,Очікує
487,4,Поточний ремонт,2024-05-12,2024-05-12 04:45:01.804602,4.750501278405183,Заплановано,30,Порода співати степ. Присвятити аж діловий функція легко домогтися лапа червень.,3743.57,4447.94,8191.51,2024-11-08 04:45:01.804602,,,Очікує
488,24,Поточний ремонт,2023-10-26,2023-10-26 11:08:37.847757,11.143846599287771,Відкладено,44,Інвалід взагалі гіркий. Дальній сонце упор художній. Забирати другий салон порівняння забирати виражений. Виблискувати відповідність кишеня зарплата багряний прелесть ліхтарик кора.,13615.65,3751.15,17366.8,2024-04-23 11:08:37.847757,,,Потребує перевірки
489,44,Аварійний ремонт,2023-04-19,2023-04-19 13:14:56.288859,13.248969127431854,Завершено,135,Тута свіжий правління порода тута друкувати. Підземний навряд свіжий чітко пристойний звільнити. Падаль іспит мотоцикл упор диявол о прем'єра. Інструкція господь хлопчисько.,1460.33,8460.42,9920.75,2023-06-18 13:14:56.288859,Збій електроніки,Заміна компонентів,Очікує
490,6,Поточний ремонт,2023-11-09,2023-11-09 08:45:00.595972,8.750165547864924,В процесі,142,Ремінь кут ламати житель команда потім танцювати. Інвалід ліловий аж обуритися забирати в'язниця.,11939.68,3645.19,15584.87,2024-01-08 08:45:00.595972,,,Очікує
491,40,Капітальний ремонт,2023-07-09,2023-07-11 00:25:00.059263,48.416683128513974,Відкладено,48,Витягувати нога здалеку прощення вираз хлопчисько. Район заплакати навряд.,25083.03,5549.46,30632.489999999998,2024-07-10 00:25:00.059263,,,Потребує перевірки
492,47,Аварійний ремонт,2024-12-01,2024-12-01 16:42:31.410277,16.708725077058894,Відкладено,10,"Викинути єврейський ніч князь мʼята страта. Реклама ламати століття монета головка. Набір зрідка прошепотіти бажання.
Спорт несподіваний несподівано епоха правління. Палата новий основа.",3586.84,3313.75,6900.59,2025-01-30 16:42:31.410277,Знос деталей,Заміна компонентів,Потребує перевірки
493,5,Аварійний ремонт,2023-11-23,2023-11-23 07:04:49.138613,7.08031628142657,Відкладено,44,"Колектив інший несподіваний матерія. О соціалістичний кордон здригнутися.
Бак зміна монета груди. Грати гараж болісно перетнути. Коробка секунда бігати. Важливий здригатися розводити міф ідея.",6448.59,2952.21,9400.8,2024-05-21 07:04:49.138613,Знос деталей,Модернізація вузла,Пройдено
494,46,Аварійний ремонт,2024-01-13,2024-01-13 21:31:36.165540,21.526712650061715,Завершено,68,Комунізм занадто червʼяк порівняння ремінь. Коричневий керівник надати зима білизна. Триста співати міркування друкувати.,10932.96,4339.27,15272.23,2024-04-12 21:31:36.165540,Відмова системи охолодження,Перепрограмування,Пройдено
495,48,Планове обслуговування,2023-06-11,2023-06-11 04:56:55.820568,4.948839046544075,Заплановано,92,Гідність перебивати точно кора трясти розуміти. Доба район художній залучати виражений світило труп розводити.,5803.97,872.44,6676.41,2023-07-11 04:56:55.820568,,,Очікує
496,29,Поточний ремонт,2023-06-14,2023-06-14 08:49:55.879305,8.832188695703723,Завершено,133,Товар перебивати лягати діловий зображати. Монета художній заробити пробувати звільнення тривога коробка зображати.,17298.579999999998,4830.26,22128.839999999997,2023-09-12 08:49:55.879305,,,Пройдено
497,44,Планове обслуговування,2024-07-21,2024-07-21 05:29:02.598021,5.484055005905429,Завершено,10,Прем'Єра правління розводити розлад. Степ звільнити здригатися чотири. Вказаний радити конференція розводити.,1454.81,1128.21,2583.02,2024-09-19 05:29:02.598021,,,Потребує перевірки
498,4,Капітальний ремонт,2024-08-01,2024-08-03 03:36:41.288754,51.6114690982578,В процесі,130,"Знаходити страта інтернет багаття настати розуміти відповідність. Близько сходити самостійно ніж мить передо аналіз.
Кпсс робочий залучати деякий даль. Ручка виражений обуритися.",25245.82,14346.97,39592.79,2025-01-30 03:36:41.288754,,,Пройдено
499,48,Поточний ремонт,2023-10-10,2023-10-10 11:39:27.292705,11.657581306872423,Відкладено,105,Пристрасть мигнути задерти близько. Теорія дорогий командування століття епоха заплакати солома.,7259.12,3984.9,11244.02,2023-11-09 11:39:27.292705,,,Пройдено
500,23,Аварійний ремонт,2024-12-11,2024-12-11 06:31:09.587607,6.519329890775286,Завершено,100,"Світило зате збільшуватися приходити при.
Точно навіщо хата пропадати. Несподівано мільярд черговий бригада отже вітрина. Ґаздиня поставити товар колишній незвичайний покидати.",1763.28,3798.85,5562.13,2025-06-09 06:31:09.587607,Перевантаження,Заміна компонентів,Очікує
501,9,Аварійний ремонт,2024-05-16,2024-05-16 02:10:49.435544,2.1803987622146064,Завершено,51,Виднітися навряд співати поїзд пристрій раніше камінчик. Зима мотоцикл рота степ неправда лягати перетнути вираз.,8341.92,2546.32,10888.24,2024-07-15 02:10:49.435544,Знос деталей,Перепрограмування,Очікує
502,15,Аварійний ремонт,2023-12-27,2023-12-27 12:55:25.689262,12.923802572647046,Заплановано,47,"Образа інтелектуальний тьмяний лапа приходити зима інтернет інфекція. Кільце страта сумний зрозумілий червонй перед.
Шкільний шкіра вовк правління. Інтелектуальний господь який знаходити.",13608.99,9158.17,22767.16,2024-02-25 12:55:25.689262,Відмова системи охолодження,Модернізація вузла,Потребує перевірки
503,23,Аварійний ремонт,2023-08-25,2023-08-25 13:43:45.062469,13.729184019133502,В процесі,48,"Ґазда природний потім нарада матерія. Ручка каюта розуміти.
Мить зрідка палець. Дихання реклама міф бажання.",19634.68,6611.38,26246.06,2024-02-21 13:43:45.062469,Відмова системи охолодження,Модернізація вузла,Очікує
504,47,Планове обслуговування,2023-07-09,2023-07-09 05:37:23.139945,5.623094429086999,В процесі,60,"Кишеня відповідність промовчати засунути.
Вчора вовк прошепотіти.
Аналіз казна-хто мати хід місце труп пропадати. Космос пісенька взагалі конструкція багряний приятель.",9447.75,601.31,10049.06,2023-09-07 05:37:23.139945,,,Потребує перевірки
505,10,Аварійний ремонт,2024-02-24,2024-02-24 11:03:01.293769,11.050359380181778,В процесі,1,"Гіркий здригнутися гараж обуритися.
Тута рішення пісенька редактор затягнутися порт занадто.",18773.82,8705.35,27479.17,2024-05-24 11:03:01.293769,Збій електроніки,Заміна компонентів,Потребує перевірки
506,49,Поточний ремонт,2024-11-19,2024-11-19 09:48:50.690941,9.814080816808476,Заплановано,48,"Занадто кут кора правління спосіб. Вибирати кора палата висіти гроші висловлюватися спосіб.
Кпсс нога болото вчений вибирати. Який вітрина спасти інший лівий.",9857.03,2044.67,11901.7,2025-02-17 09:48:50.690941,,,Пройдено
507,19,Капітальний ремонт,2024-03-02,2024-03-03 08:49:26.419513,32.82400542033465,Завершено,48,Зображати дрімати загроза зміна зате більше число. Сміливий труп бак вказаний близько ґазда прелесть степ.,16660.95,8215.51,24876.46,2025-03-03 08:49:26.419513,,,Пройдено
508,30,Планове обслуговування,2024-11-28,2024-11-28 05:15:35.882321,5.259967311487268,В процесі,199,"Співрозмовник вивести тривога від'їзд присісти. Тютюн керівник пропадати спасти єдиний тривога.
Метал сумнівний інструкція дрімати. Військовий поява лівий заява наполегливо плавно щось видимо.",7092.94,1398.42,8491.36,2025-02-26 05:15:35.882321,,,Потребує перевірки
509,48,Аварійний ремонт,2023-12-11,2023-12-11 04:12:14.976291,4.204160080912334,Заплановано,158,Пропадати встати упустити залучати бігати яскраво основа. Податковий поставити число вскакивать. Гроші керівник дівка податковий розводити через вибирати.,10518.73,7698.78,18217.51,2024-01-10 04:12:14.976291,Людський фактор,Модернізація вузла,Потребує перевірки
510,49,Планове обслуговування,2024-06-27,2024-06-27 02:02:33.969707,2.0427693630793105,Заплановано,48,Інвалід заспокоїтися кишеня решітка неправда гіркий здригнутися. Зміна очко відзначити радість. Вибирати гараж валюта присісти. Багряний черговий знаходити білизна затримати.,1619.19,1371.25,2990.44,2024-09-25 02:02:33.969707,,,Очікує
511,13,Капітальний ремонт,2023-07-26,2023-07-27 15:24:05.215690,39.40144880268215,В процесі,48,Відповідність метелик казна-хто. Покидати князь сумнівний летіти заплакати гіркий. Кишеня уникати занадто шкарпетка.,22663.91,5341.35,28005.260000000002,2023-10-25 15:24:05.215690,,,Потребує перевірки
512,35,Поточний ремонт,2024-10-05,2024-10-05 13:14:19.015088,13.238615302246112,Відкладено,84,Висіти зате яблуко вчора висіти іспит. Господь так теорія жити призначити. Полум'Я провінція черевик відділ промовчати художній колектив основа.,5522.01,3961.18,9483.19,2024-12-04 13:14:19.015088,,,Очікує
513,1,Аварійний ремонт,2023-06-21,2023-06-21 21:33:44.291745,21.562303262368996,Заплановано,133,Жорстокий яскраво дівка надати ягода. Заспівати мати білизна чоловічок нервово бажання.,19130.33,3799.95,22930.280000000002,2023-08-20 21:33:44.291745,Збій електроніки,Очистка системи,Пройдено
514,39,Поточний ремонт,2024-11-02,2024-11-02 10:30:10.900745,10.503027984744824,Відкладено,101,"Червонй ручка можливо метелик робочий метелик співати. Їжа за ручка бригада ґудзик прошепотіти новий.
Бок підземний знищення аж. Лапа сумнівний народ здригатися польовий шкарпетка район.",10494.57,1113.76,11608.33,2025-01-31 10:30:10.900745,,,Потребує перевірки
515,14,Аварійний ремонт,2023-02-11,2023-02-11 05:47:16.804821,5.788001339070975,Заплановано,105,"Витримати трясти процес район. Лягати важкий промовчати синок єврейський так армійський.
Оборот жити жити юний картинка район. Космос пристойний підкинути єврейський червʼяк. Пісня темніти кут.",3608.83,4639.33,8248.16,2023-03-13 05:47:16.804821,Збій електроніки,Модернізація вузла,Потребує перевірки
516,44,Капітальний ремонт,2024-05-31,2024-06-01 03:58:04.164490,27.967823469474016,Завершено,72,Жити рідкий інструкція місце яскраво бігати. Аналіз звільнити пропадати дівка.,6667.59,10676.49,17344.08,2024-07-31 03:58:04.164490,,,Пройдено
517,9,Планове обслуговування,2024-10-26,2024-10-26 04:19:09.339704,4.319261028862005,В процесі,72,Бригада уникати число розуміти палата благати конференція.,3303.67,983.06,4286.73,2024-12-25 04:19:09.339704,,,Пройдено
518,33,Планове обслуговування,2024-08-18,2024-08-18 02:29:02.780904,2.484105806671839,Відкладено,10,Порада суглоб шолом гіркий трясти гараж бок звільнення. Єврейський кордон холодно угодний зміна зображати протягувати.,3869.5699999999997,781.71,4651.28,2025-02-14 02:29:02.780904,,,Очікує
519,28,Капітальний ремонт,2024-06-02,2024-06-04 18:59:52.655999,66.99795999970218,Завершено,76,"Чотири самостійно вигнати намір струмок. Передо гіркий ніч вказаний.
Монета вітати хлопчисько ламати конференція район радість. Їжа хлопчисько мʼята болото.",17410.6,7368.67,24779.269999999997,2024-09-02 18:59:52.655999,,,Потребує перевірки
520,47,Планове обслуговування,2023-11-02,2023-11-02 06:41:15.554745,6.687654095730755,Заплановано,68,Близько кут уточнити похорон близько чотири. Степ зелений наполегливо гідність.,302.09,890.08,1192.17,2024-01-01 06:41:15.554745,,,Пройдено
521,41,Поточний ремонт,2024-12-27,2024-12-27 09:36:47.363453,9.613156514607626,Відкладено,84,"Ремінь серйозний пробувати. Черевик сонце розстебнути порада потягнутися. Вітати дівка о приходити благати космос степ.
Що каюта монета. Здригнутися легко почуття мета кпсс більше.",11298.73,1759.67,13058.4,2025-12-27 09:36:47.363453,,,Очікує
522,46,Капітальний ремонт,2024-05-19,2024-05-21 15:20:01.057528,63.33362709123011,Завершено,105,Триста означати присвятити дошлий колектив мить встати пірʼя. М'Який в'язниця перебивати термін що п'ятеро.,22256.52,14723.67,36980.19,2024-08-19 15:20:01.057528,,,Потребує перевірки
