inventory_id,product_id,warehouse,record_date,quantity_on_hand,min_stock_level,max_stock_level,reorder_point,unit_cost,total_value,last_count_date,storage_location,status
899,95,Склад сировини,2024-09-22,24,23,69,34.5,1460.5,35052.0,2024-09-06,Ряд 2-Стелаж 6-Позиція 3,Низький запас
900,24,Склад сировини,2023-07-12,14,19,57,28.5,4503.49,63048.86,2023-06-20,Ряд 16-Стелаж 40-Позиція 5,Критичний запас
901,52,Склад готової продукції,2024-04-20,81,30,90,45.0,442.56,35847.36,2024-04-03,Ряд 14-Стелаж 21-Позиція 6,Критичний запас
902,40,Склад готової продукції,2024-06-27,73,38,114,57.0,846.69,61808.37,2024-06-24,Ряд 15-Стелаж 1-Позиція 10,Низький запас
903,25,Склад сировини,2023-08-22,40,22,66,33.0,1259.32,50372.799999999996,2023-07-27,Ряд 14-Стелаж 27-Позиція 2,Критичний запас
904,71,Склад готової продукції,2024-12-06,33,44,132,66.0,2516.25,83036.25,2024-11-15,Ряд 2-Стелаж 40-Позиція 2,Критичний запас
905,58,Головний склад,2023-02-01,3,11,33,16.5,3628.33,10884.99,2023-01-18,Ряд 2-Стелаж 26-Позиція 7,В наявності
906,70,Склад сировини,2024-04-10,44,39,117,58.5,4036.46,177604.24,2024-03-23,Ряд 19-Стелаж 21-Позиція 3,Критичний запас
907,5,Склад сировини,2024-09-19,13,29,87,43.5,210.06,2730.78,2024-09-12,Ряд 5-Стелаж 23-Позиція 3,Надлишок
908,69,Склад готової продукції,2024-08-26,9,16,48,24.0,1864.23,16778.07,2024-08-14,Ряд 8-Стелаж 4-Позиція 1,Надлишок
909,69,Головний склад,2023-08-22,21,13,39,19.5,1864.23,39148.83,2023-07-23,Ряд 7-Стелаж 3-Позиція 3,В наявності
910,33,Головний склад,2023-05-06,7,14,42,21.0,190.63,1334.4099999999999,2023-04-28,Ряд 3-Стелаж 30-Позиція 4,В наявності
911,77,Склад матеріалів,2024-01-07,15,24,72,36.0,1204.84,18072.6,2023-12-24,Ряд 15-Стелаж 20-Позиція 3,Критичний запас
912,65,Склад матеріалів,2024-11-24,20,19,57,28.5,2305.35,46107.0,2024-11-22,Ряд 9-Стелаж 8-Позиція 5,Надлишок
913,11,Склад матеріалів,2024-01-08,23,10,30,15.0,3360.38,77288.74,2023-12-14,Ряд 15-Стелаж 6-Позиція 3,Надлишок
914,62,Склад сировини,2023-03-01,54,38,114,57.0,110.06,5943.24,2023-02-26,Ряд 2-Стелаж 25-Позиція 4,Низький запас
915,46,Склад сировини,2024-03-13,144,48,144,72.0,4479.12,644993.28,2024-02-12,Ряд 14-Стелаж 38-Позиція 10,Низький запас
916,97,Головний склад,2024-09-09,70,38,114,57.0,3207.59,224531.30000000002,2024-08-31,Ряд 15-Стелаж 19-Позиція 5,Критичний запас
917,80,Склад сировини,2023-09-05,21,24,72,36.0,2814.48,59104.08,2023-08-13,Ряд 5-Стелаж 6-Позиція 3,В наявності
918,6,Склад сировини,2024-03-28,28,14,42,21.0,1430.04,40041.119999999995,2024-03-01,Ряд 1-Стелаж 3-Позиція 4,В наявності
919,86,Склад готової продукції,2023-08-18,34,17,51,25.5,4275.99,145383.66,2023-08-07,Ряд 7-Стелаж 20-Позиція 1,В наявності
920,46,Склад готової продукції,2023-05-07,91,49,147,73.5,4479.12,407599.92,2023-04-08,Ряд 7-Стелаж 43-Позиція 8,Низький запас
921,23,Склад матеріалів,2024-06-27,2,15,45,22.5,1221.94,2443.88,2024-06-03,Ряд 7-Стелаж 9-Позиція 5,Надлишок
922,26,Склад готової продукції,2024-11-22,18,33,99,49.5,4725.53,85059.54,2024-11-02,Ряд 1-Стелаж 7-Позиція 7,Низький запас
923,97,Склад сировини,2024-04-01,32,30,90,45.0,3207.59,102642.88,2024-03-25,Ряд 9-Стелаж 45-Позиція 1,Надлишок
924,20,Склад сировини,2023-06-13,13,38,114,57.0,1230.1,15991.3,2023-06-06,Ряд 20-Стелаж 7-Позиція 8,Низький запас
925,24,Склад сировини,2023-03-16,67,34,102,51.0,4503.49,301733.82999999996,2023-02-19,Ряд 2-Стелаж 30-Позиція 5,Критичний запас
926,81,Склад готової продукції,2024-11-05,53,24,72,36.0,2918.14,154661.41999999998,2024-10-30,Ряд 9-Стелаж 45-Позиція 7,Критичний запас
927,18,Склад сировини,2023-12-28,19,10,30,15.0,3845.22,73059.18,2023-12-08,Ряд 17-Стелаж 15-Позиція 3,Критичний запас
928,95,Головний склад,2023-06-10,0,26,78,39.0,1460.5,0.0,2023-05-31,Ряд 1-Стелаж 48-Позиція 3,Критичний запас
929,84,Склад сировини,2023-09-10,17,10,30,15.0,1588.25,27000.25,2023-08-22,Ряд 17-Стелаж 48-Позиція 8,Низький запас
930,94,Склад сировини,2023-12-24,28,14,42,21.0,1493.89,41828.920000000006,2023-12-05,Ряд 11-Стелаж 33-Позиція 4,Надлишок
931,82,Головний склад,2024-01-24,22,14,42,21.0,2390.64,52594.079999999994,2023-12-26,Ряд 9-Стелаж 28-Позиція 10,Надлишок
932,34,Склад готової продукції,2024-02-21,26,16,48,24.0,1552.35,40361.1,2024-02-18,Ряд 10-Стелаж 38-Позиція 3,В наявності
933,25,Склад матеріалів,2024-11-15,38,21,63,31.5,1259.32,47854.159999999996,2024-11-10,Ряд 9-Стелаж 6-Позиція 1,Надлишок
934,15,Склад матеріалів,2024-07-19,10,10,30,15.0,3577.33,35773.3,2024-07-15,Ряд 16-Стелаж 39-Позиція 1,Критичний запас
935,31,Склад сировини,2024-11-16,3,29,87,43.5,1386.6,4159.799999999999,2024-11-09,Ряд 4-Стелаж 48-Позиція 8,Критичний запас
936,81,Склад готової продукції,2023-07-24,25,27,81,40.5,2918.14,72953.5,2023-07-12,Ряд 4-Стелаж 18-Позиція 4,Критичний запас
937,36,Головний склад,2024-07-06,69,45,135,67.5,1105.87,76305.03,2024-07-04,Ряд 17-Стелаж 19-Позиція 3,Надлишок
938,77,Склад матеріалів,2023-03-19,62,26,78,39.0,1204.84,74700.08,2023-03-13,Ряд 1-Стелаж 45-Позиція 3,Низький запас
939,86,Склад матеріалів,2023-12-31,4,14,42,21.0,4275.99,17103.96,2023-12-20,Ряд 6-Стелаж 3-Позиція 10,Критичний запас
940,54,Склад готової продукції,2024-02-20,8,12,36,18.0,1954.61,15636.88,2024-01-23,Ряд 20-Стелаж 13-Позиція 3,Критичний запас
941,28,Головний склад,2024-09-24,46,32,96,48.0,1687.46,77623.16,2024-09-18,Ряд 11-Стелаж 10-Позиція 8,Критичний запас
942,81,Склад сировини,2024-10-01,36,19,57,28.5,2918.14,105053.04,2024-09-03,Ряд 15-Стелаж 38-Позиція 1,В наявності
943,15,Склад готової продукції,2023-10-18,58,25,75,37.5,3577.33,207485.13999999998,2023-10-17,Ряд 12-Стелаж 39-Позиція 9,Критичний запас
944,6,Склад матеріалів,2023-12-20,84,41,123,61.5,1430.04,120123.36,2023-12-09,Ряд 12-Стелаж 35-Позиція 3,В наявності
945,91,Склад сировини,2023-11-03,1,18,54,27.0,4371.24,4371.24,2023-10-19,Ряд 3-Стелаж 48-Позиція 6,В наявності
946,44,Склад матеріалів,2023-03-27,44,44,132,66.0,2574.14,113262.15999999999,2023-03-18,Ряд 18-Стелаж 39-Позиція 3,Низький запас
947,58,Склад сировини,2023-02-17,6,41,123,61.5,3628.33,21769.98,2023-02-14,Ряд 5-Стелаж 16-Позиція 9,Критичний запас
948,34,Склад готової продукції,2024-12-19,50,28,84,42.0,1552.35,77617.5,2024-12-13,Ряд 17-Стелаж 47-Позиція 2,Критичний запас
949,66,Склад готової продукції,2023-09-16,92,31,93,46.5,959.17,88243.64,2023-08-31,Ряд 12-Стелаж 17-Позиція 4,В наявності
950,25,Склад готової продукції,2023-11-11,67,25,75,37.5,1259.32,84374.44,2023-11-09,Ряд 6-Стелаж 25-Позиція 4,Низький запас
951,84,Склад сировини,2024-07-26,20,36,108,54.0,1588.25,31765.0,2024-07-22,Ряд 9-Стелаж 44-Позиція 2,В наявності
952,26,Головний склад,2023-01-28,6,11,33,16.5,4725.53,28353.18,2023-01-01,Ряд 8-Стелаж 34-Позиція 6,Низький запас
953,72,Склад сировини,2023-09-12,80,29,87,43.5,3502.21,280176.8,2023-08-16,Ряд 18-Стелаж 21-Позиція 2,В наявності
954,59,Головний склад,2023-05-21,39,27,81,40.5,3862.29,150629.31,2023-05-09,Ряд 13-Стелаж 24-Позиція 3,В наявності
955,6,Склад готової продукції,2023-05-22,34,40,120,60.0,1430.04,48621.36,2023-05-09,Ряд 13-Стелаж 46-Позиція 6,Критичний запас
956,51,Склад сировини,2024-12-07,70,25,75,37.5,473.95,33176.5,2024-11-13,Ряд 13-Стелаж 15-Позиція 3,Низький запас
957,97,Головний склад,2023-11-29,9,11,33,16.5,3207.59,28868.31,2023-11-07,Ряд 19-Стелаж 15-Позиція 5,Критичний запас
958,77,Склад матеріалів,2023-06-04,91,32,96,48.0,1204.84,109640.43999999999,2023-05-24,Ряд 19-Стелаж 49-Позиція 7,Низький запас
959,33,Склад матеріалів,2024-03-24,31,26,78,39.0,190.63,5909.53,2024-02-28,Ряд 8-Стелаж 41-Позиція 10,В наявності
960,79,Склад готової продукції,2023-11-13,86,50,150,75.0,4072.9,350269.4,2023-11-05,Ряд 9-Стелаж 50-Позиція 4,Низький запас
961,80,Склад готової продукції,2023-02-20,59,30,90,45.0,2814.48,166054.32,2023-02-17,Ряд 17-Стелаж 4-Позиція 10,Критичний запас
962,37,Головний склад,2023-06-22,24,24,72,36.0,4084.62,98030.88,2023-06-05,Ряд 9-Стелаж 22-Позиція 4,Низький запас
963,24,Головний склад,2023-04-10,21,40,120,60.0,4503.49,94573.29,2023-04-05,Ряд 2-Стелаж 50-Позиція 9,Надлишок
964,33,Склад сировини,2023-12-11,61,27,81,40.5,190.63,11628.43,2023-11-18,Ряд 4-Стелаж 16-Позиція 9,Низький запас
965,82,Головний склад,2024-02-09,47,43,129,64.5,2390.64,112360.07999999999,2024-01-30,Ряд 2-Стелаж 20-Позиція 8,Надлишок
966,97,Склад матеріалів,2023-02-14,37,21,63,31.5,3207.59,118680.83,2023-01-22,Ряд 16-Стелаж 40-Позиція 10,Надлишок
967,24,Склад готової продукції,2024-02-10,32,42,126,63.0,4503.49,144111.68,2024-01-27,Ряд 6-Стелаж 21-Позиція 2,Низький запас
968,26,Склад сировини,2024-02-18,8,44,132,66.0,4725.53,37804.24,2024-02-08,Ряд 2-Стелаж 29-Позиція 8,В наявності
969,97,Склад готової продукції,2024-07-13,106,38,114,57.0,3207.59,340004.54000000004,2024-07-08,Ряд 9-Стелаж 26-Позиція 4,Низький запас
970,69,Склад матеріалів,2023-07-23,49,36,108,54.0,1864.23,91347.27,2023-07-13,Ряд 18-Стелаж 7-Позиція 1,Надлишок
971,56,Склад матеріалів,2024-01-12,43,17,51,25.5,4906.12,210963.16,2023-12-15,Ряд 16-Стелаж 36-Позиція 3,В наявності
972,5,Склад готової продукції,2023-02-22,8,35,105,52.5,210.06,1680.48,2023-01-25,Ряд 12-Стелаж 39-Позиція 10,Надлишок
973,44,Склад матеріалів,2023-08-22,9,36,108,54.0,2574.14,23167.26,2023-08-05,Ряд 14-Стелаж 49-Позиція 5,Критичний запас
974,26,Склад матеріалів,2024-12-30,1,11,33,16.5,4725.53,4725.53,2024-12-05,Ряд 4-Стелаж 25-Позиція 8,Надлишок
975,26,Склад матеріалів,2023-01-22,47,19,57,28.5,4725.53,222099.90999999997,2023-01-13,Ряд 12-Стелаж 50-Позиція 5,В наявності
976,77,Склад матеріалів,2023-04-02,39,18,54,27.0,1204.84,46988.759999999995,2023-03-27,Ряд 5-Стелаж 32-Позиція 3,Низький запас
977,72,Склад матеріалів,2023-12-11,38,18,54,27.0,3502.21,133083.98,2023-12-05,Ряд 17-Стелаж 42-Позиція 10,Критичний запас
978,29,Головний склад,2024-10-18,52,45,135,67.5,1906.69,99147.88,2024-09-28,Ряд 12-Стелаж 28-Позиція 3,Низький запас
979,40,Головний склад,2024-05-06,120,41,123,61.5,846.69,101602.8,2024-04-21,Ряд 20-Стелаж 14-Позиція 10,Критичний запас
980,52,Склад матеріалів,2024-07-15,73,43,129,64.5,442.56,32306.88,2024-06-30,Ряд 3-Стелаж 38-Позиція 5,Низький запас
981,66,Головний склад,2024-05-06,10,47,141,70.5,959.17,9591.699999999999,2024-04-10,Ряд 14-Стелаж 46-Позиція 5,Критичний запас
982,15,Головний склад,2023-10-29,8,12,36,18.0,3577.33,28618.64,2023-10-07,Ряд 5-Стелаж 13-Позиція 7,Надлишок
983,26,Головний склад,2023-10-24,18,20,60,30.0,4725.53,85059.54,2023-10-10,Ряд 19-Стелаж 50-Позиція 8,Низький запас
984,95,Склад готової продукції,2023-01-23,23,16,48,24.0,1460.5,33591.5,2023-01-18,Ряд 17-Стелаж 14-Позиція 6,Низький запас
985,76,Склад сировини,2023-09-30,43,37,111,55.5,3684.6,158437.8,2023-09-03,Ряд 10-Стелаж 46-Позиція 7,Критичний запас
986,79,Головний склад,2023-11-14,20,12,36,18.0,4072.9,81458.0,2023-10-27,Ряд 13-Стелаж 38-Позиція 1,Низький запас
987,86,Склад сировини,2024-11-18,33,26,78,39.0,4275.99,141107.66999999998,2024-11-17,Ряд 16-Стелаж 49-Позиція 6,Критичний запас
988,20,Склад готової продукції,2023-09-28,10,37,111,55.5,1230.1,12301.0,2023-09-21,Ряд 7-Стелаж 37-Позиція 8,Низький запас
989,80,Головний склад,2024-01-03,38,31,93,46.5,2814.48,106950.24,2023-12-16,Ряд 6-Стелаж 12-Позиція 9,Надлишок
990,90,Склад матеріалів,2023-09-08,27,38,114,57.0,3624.88,97871.76000000001,2023-08-20,Ряд 2-Стелаж 31-Позиція 1,В наявності
991,18,Головний склад,2023-02-11,76,38,114,57.0,3845.22,292236.72,2023-01-16,Ряд 1-Стелаж 14-Позиція 8,Критичний запас
992,26,Головний склад,2023-06-14,9,32,96,48.0,4725.53,42529.77,2023-05-19,Ряд 9-Стелаж 5-Позиція 8,В наявності
993,56,Склад готової продукції,2024-10-30,24,44,132,66.0,4906.12,117746.88,2024-10-11,Ряд 9-Стелаж 45-Позиція 1,Критичний запас
994,98,Склад матеріалів,2024-05-21,29,17,51,25.5,2498.2,72447.79999999999,2024-04-30,Ряд 5-Стелаж 34-Позиція 6,Низький запас
995,11,Головний склад,2023-05-16,6,49,147,73.5,3360.38,20162.28,2023-05-12,Ряд 4-Стелаж 47-Позиція 7,Низький запас
996,73,Головний склад,2023-06-22,36,46,138,69.0,3048.44,109743.84,2023-05-31,Ряд 10-Стелаж 22-Позиція 6,Критичний запас
997,59,Головний склад,2023-02-15,35,17,51,25.5,3862.29,135180.15,2023-01-27,Ряд 4-Стелаж 10-Позиція 8,Низький запас
998,41,Склад матеріалів,2024-06-15,3,27,81,40.5,3419.58,10258.74,2024-06-09,Ряд 7-Стелаж 4-Позиція 3,Критичний запас
999,29,Склад матеріалів,2024-07-30,117,46,138,69.0,1906.69,223082.73,2024-07-26,Ряд 2-Стелаж 24-Позиція 3,В наявності
1000,33,Склад сировини,2023-06-24,24,14,42,21.0,190.63,4575.12,2023-06-13,Ряд 12-Стелаж 8-Позиція 4,В наявності
1001,49,Склад сировини,2023-12-29,34,20,60,30.0,3084.02,104856.68,2023-12-16,Ряд 14-Стелаж 20-Позиція 8,Надлишок
1002,59,Склад сировини,2023-06-22,70,29,87,43.5,3862.29,270360.3,2023-06-19,Ряд 3-Стелаж 40-Позиція 6,Низький запас
1003,18,Склад готової продукції,2024-02-20,7,26,78,39.0,3845.22,26916.539999999997,2024-02-08,Ряд 15-Стелаж 48-Позиція 6,В наявності
1004,37,Головний склад,2023-09-28,7,19,57,28.5,4084.62,28592.34,2023-09-01,Ряд 14-Стелаж 18-Позиція 6,В наявності
1005,18,Склад матеріалів,2023-07-04,24,24,72,36.0,3845.22,92285.28,2023-06-04,Ряд 10-Стелаж 7-Позиція 8,Надлишок
1006,14,Склад готової продукції,2024-11-10,88,49,147,73.5,3708.84,326377.92000000004,2024-11-03,Ряд 14-Стелаж 26-Позиція 8,Критичний запас
1007,9,Склад готової продукції,2023-10-26,45,41,123,61.5,997.17,44872.65,2023-10-13,Ряд 2-Стелаж 19-Позиція 4,Надлишок
1008,18,Склад сировини,2024-09-18,90,32,96,48.0,3845.22,346069.8,2024-09-12,Ряд 19-Стелаж 22-Позиція 9,Критичний запас
1009,94,Склад сировини,2023-05-13,27,19,57,28.5,1493.89,40335.030000000006,2023-05-03,Ряд 6-Стелаж 8-Позиція 2,Низький запас
1010,80,Склад готової продукції,2023-06-30,14,11,33,16.5,2814.48,39402.72,2023-06-09,Ряд 1-Стелаж 50-Позиція 10,Надлишок
1011,14,Склад матеріалів,2024-07-28,29,43,129,64.5,3708.84,107556.36,2024-07-12,Ряд 2-Стелаж 26-Позиція 4,Критичний запас
1012,56,Склад сировини,2023-09-22,45,27,81,40.5,4906.12,220775.4,2023-09-06,Ряд 15-Стелаж 44-Позиція 1,В наявності
1013,56,Склад матеріалів,2023-01-05,68,33,99,49.5,4906.12,333616.16,2022-12-09,Ряд 5-Стелаж 28-Позиція 3,Низький запас
1014,73,Склад матеріалів,2023-06-20,27,33,99,49.5,3048.44,82307.88,2023-06-18,Ряд 16-Стелаж 24-Позиція 2,Надлишок
1015,20,Склад матеріалів,2023-03-28,29,11,33,16.5,1230.1,35672.899999999994,2023-03-18,Ряд 14-Стелаж 40-Позиція 2,Низький запас
1016,91,Склад сировини,2023-08-14,46,28,84,42.0,4371.24,201077.03999999998,2023-07-29,Ряд 13-Стелаж 14-Позиція 7,Надлишок
1017,25,Склад матеріалів,2023-04-29,30,16,48,24.0,1259.32,37779.6,2023-04-06,Ряд 12-Стелаж 15-Позиція 6,Низький запас
1018,58,Склад сировини,2024-10-06,57,19,57,28.5,3628.33,206814.81,2024-09-10,Ряд 9-Стелаж 2-Позиція 8,В наявності
1019,79,Склад готової продукції,2024-12-10,8,46,138,69.0,4072.9,32583.2,2024-12-01,Ряд 2-Стелаж 26-Позиція 6,В наявності
1020,8,Головний склад,2024-01-11,51,26,78,39.0,4806.79,245146.29,2023-12-24,Ряд 8-Стелаж 29-Позиція 5,Надлишок
1021,25,Склад матеріалів,2023-07-19,121,43,129,64.5,1259.32,152377.72,2023-06-21,Ряд 20-Стелаж 39-Позиція 6,Низький запас
1022,98,Склад сировини,2024-02-04,9,23,69,34.5,2498.2,22483.8,2024-01-22,Ряд 8-Стелаж 19-Позиція 8,Низький запас
1023,65,Склад матеріалів,2023-12-19,21,38,114,57.0,2305.35,48412.35,2023-12-14,Ряд 12-Стелаж 38-Позиція 4,Надлишок
1024,25,Склад матеріалів,2023-02-04,89,33,99,49.5,1259.32,112079.48,2023-01-29,Ряд 6-Стелаж 11-Позиція 2,Надлишок
1025,42,Склад сировини,2024-03-29,24,28,84,42.0,3167.49,76019.76,2024-03-26,Ряд 18-Стелаж 32-Позиція 2,Надлишок
1026,26,Склад готової продукції,2024-04-19,0,17,51,25.5,4725.53,0.0,2024-04-11,Ряд 19-Стелаж 38-Позиція 3,Низький запас
1027,42,Головний склад,2024-04-13,34,12,36,18.0,3167.49,107694.65999999999,2024-04-02,Ряд 1-Стелаж 27-Позиція 2,Низький запас
1028,86,Склад сировини,2023-12-18,8,16,48,24.0,4275.99,34207.92,2023-12-12,Ряд 12-Стелаж 45-Позиція 3,Критичний запас
1029,81,Склад матеріалів,2023-06-09,21,16,48,24.0,2918.14,61280.939999999995,2023-05-17,Ряд 1-Стелаж 8-Позиція 7,Низький запас
1030,37,Головний склад,2023-04-05,47,24,72,36.0,4084.62,191977.13999999998,2023-03-13,Ряд 7-Стелаж 26-Позиція 5,Критичний запас
1031,25,Склад готової продукції,2024-01-06,3,14,42,21.0,1259.32,3777.96,2023-12-08,Ряд 14-Стелаж 41-Позиція 2,Критичний запас
1032,75,Головний склад,2024-02-01,21,30,90,45.0,1633.98,34313.58,2024-01-06,Ряд 16-Стелаж 16-Позиція 4,Надлишок
1033,25,Склад сировини,2024-03-12,46,41,123,61.5,1259.32,57928.719999999994,2024-03-10,Ряд 18-Стелаж 44-Позиція 10,Надлишок
1034,5,Склад сировини,2024-05-18,111,44,132,66.0,210.06,23316.66,2024-04-30,Ряд 3-Стелаж 39-Позиція 9,В наявності
1035,37,Склад матеріалів,2024-02-01,18,18,54,27.0,4084.62,73523.16,2024-01-29,Ряд 7-Стелаж 20-Позиція 8,Низький запас
1036,98,Склад готової продукції,2023-01-22,40,40,120,60.0,2498.2,99928.0,2023-01-07,Ряд 8-Стелаж 12-Позиція 10,Низький запас
1037,77,Склад готової продукції,2023-12-01,7,17,51,25.5,1204.84,8433.88,2023-11-21,Ряд 18-Стелаж 6-Позиція 8,Критичний запас
1038,69,Головний склад,2024-05-28,21,28,84,42.0,1864.23,39148.83,2024-04-30,Ряд 19-Стелаж 42-Позиція 3,Низький запас
1039,14,Головний склад,2024-12-11,93,42,126,63.0,3708.84,344922.12,2024-11-14,Ряд 19-Стелаж 12-Позиція 2,Надлишок
1040,51,Склад матеріалів,2023-07-29,19,41,123,61.5,473.95,9005.05,2023-07-16,Ряд 6-Стелаж 22-Позиція 4,Надлишок
1041,15,Склад сировини,2023-01-24,107,38,114,57.0,3577.33,382774.31,2023-01-06,Ряд 5-Стелаж 39-Позиція 2,Критичний запас
1042,9,Склад матеріалів,2023-12-06,127,44,132,66.0,997.17,126640.59,2023-11-20,Ряд 5-Стелаж 44-Позиція 7,В наявності
1043,86,Склад сировини,2024-04-12,48,24,72,36.0,4275.99,205247.52,2024-03-28,Ряд 9-Стелаж 26-Позиція 5,Низький запас
1044,90,Склад матеріалів,2023-04-24,32,16,48,24.0,3624.88,115996.16,2023-04-03,Ряд 7-Стелаж 31-Позиція 1,Критичний запас
1045,96,Склад готової продукції,2023-03-09,19,45,135,67.5,2924.35,55562.65,2023-02-07,Ряд 19-Стелаж 50-Позиція 8,Низький запас
1046,15,Склад матеріалів,2023-03-12,26,13,39,19.5,3577.33,93010.58,2023-02-16,Ряд 10-Стелаж 17-Позиція 7,Критичний запас
1047,9,Склад готової продукції,2023-04-01,27,37,111,55.5,997.17,26923.59,2023-03-04,Ряд 20-Стелаж 30-Позиція 2,Критичний запас
1048,28,Головний склад,2024-03-22,78,43,129,64.5,1687.46,131621.88,2024-03-14,Ряд 9-Стелаж 26-Позиція 1,Низький запас
1049,82,Головний склад,2023-07-07,20,13,39,19.5,2390.64,47812.799999999996,2023-06-28,Ряд 12-Стелаж 45-Позиція 1,В наявності
1050,86,Склад сировини,2024-10-22,56,49,147,73.5,4275.99,239455.44,2024-10-09,Ряд 9-Стелаж 20-Позиція 2,Надлишок
1051,8,Склад готової продукції,2023-03-23,18,14,42,21.0,4806.79,86522.22,2023-03-15,Ряд 15-Стелаж 31-Позиція 9,Низький запас
1052,41,Склад сировини,2023-02-24,76,30,90,45.0,3419.58,259888.08,2023-02-16,Ряд 5-Стелаж 7-Позиція 8,Низький запас
1053,3,Склад сировини,2023-04-26,8,13,39,19.5,3019.34,24154.72,2023-04-05,Ряд 6-Стелаж 20-Позиція 10,В наявності
1054,41,Склад сировини,2024-09-02,44,23,69,34.5,3419.58,150461.52,2024-08-25,Ряд 10-Стелаж 47-Позиція 9,В наявності
1055,13,Головний склад,2023-08-18,34,26,78,39.0,3170.51,107797.34000000001,2023-08-04,Ряд 12-Стелаж 48-Позиція 10,В наявності
1056,99,Головний склад,2023-11-26,0,42,126,63.0,3611.05,0.0,2023-11-05,Ряд 13-Стелаж 23-Позиція 9,Низький запас
1057,9,Склад сировини,2024-10-25,139,49,147,73.5,997.17,138606.63,2024-10-03,Ряд 15-Стелаж 34-Позиція 6,Критичний запас
1058,24,Головний склад,2023-01-26,37,13,39,19.5,4503.49,166629.13,2023-01-23,Ряд 17-Стелаж 22-Позиція 7,Низький запас
1059,46,Склад готової продукції,2024-08-19,72,31,93,46.5,4479.12,322496.64,2024-08-03,Ряд 5-Стелаж 13-Позиція 9,В наявності
1060,32,Головний склад,2023-06-13,77,30,90,45.0,2047.87,157685.99,2023-05-21,Ряд 1-Стелаж 37-Позиція 8,В наявності
1061,84,Склад матеріалів,2023-06-19,5,11,33,16.5,1588.25,7941.25,2023-06-03,Ряд 17-Стелаж 13-Позиція 4,Критичний запас
1062,80,Головний склад,2023-06-17,0,31,93,46.5,2814.48,0.0,2023-05-20,Ряд 2-Стелаж 10-Позиція 7,Низький запас
1063,31,Склад матеріалів,2024-06-12,11,37,111,55.5,1386.6,15252.599999999999,2024-06-09,Ряд 1-Стелаж 18-Позиція 8,Критичний запас
1064,36,Склад готової продукції,2024-10-12,13,40,120,60.0,1105.87,14376.309999999998,2024-09-26,Ряд 5-Стелаж 35-Позиція 9,Надлишок
1065,66,Головний склад,2023-04-23,7,31,93,46.5,959.17,6714.19,2023-04-20,Ряд 5-Стелаж 13-Позиція 1,В наявності
1066,76,Склад готової продукції,2023-08-25,10,10,30,15.0,3684.6,36846.0,2023-08-01,Ряд 16-Стелаж 5-Позиція 8,В наявності
1067,69,Склад готової продукції,2023-03-24,16,12,36,18.0,1864.23,29827.68,2023-03-04,Ряд 6-Стелаж 13-Позиція 3,Критичний запас
1068,52,Склад готової продукції,2023-02-11,50,17,51,25.5,442.56,22128.0,2023-02-02,Ряд 14-Стелаж 23-Позиція 1,Надлишок
1069,90,Склад готової продукції,2023-10-11,9,12,36,18.0,3624.88,32623.920000000002,2023-09-11,Ряд 7-Стелаж 47-Позиція 5,В наявності
1070,73,Склад сировини,2024-11-15,27,48,144,72.0,3048.44,82307.88,2024-10-30,Ряд 1-Стелаж 40-Позиція 3,Критичний запас
1071,80,Склад сировини,2024-10-11,50,29,87,43.5,2814.48,140724.0,2024-10-05,Ряд 10-Стелаж 14-Позиція 2,Надлишок
1072,92,Склад матеріалів,2024-03-02,126,47,141,70.5,1053.48,132738.48,2024-02-17,Ряд 6-Стелаж 26-Позиція 4,Критичний запас
1073,75,Склад матеріалів,2024-01-09,29,21,63,31.5,1633.98,47385.42,2024-01-04,Ряд 8-Стелаж 7-Позиція 10,Критичний запас
1074,72,Склад сировини,2023-02-05,57,20,60,30.0,3502.21,199625.97,2023-01-28,Ряд 10-Стелаж 41-Позиція 10,В наявності
1075,99,Головний склад,2023-03-20,109,42,126,63.0,3611.05,393604.45,2023-03-09,Ряд 7-Стелаж 30-Позиція 3,Низький запас
1076,76,Склад готової продукції,2023-07-24,100,38,114,57.0,3684.6,368460.0,2023-07-10,Ряд 14-Стелаж 29-Позиція 6,Низький запас
1077,37,Склад готової продукції,2023-10-13,79,46,138,69.0,4084.62,322684.98,2023-09-18,Ряд 9-Стелаж 21-Позиція 10,В наявності
1078,23,Склад готової продукції,2024-07-31,14,15,45,22.5,1221.94,17107.16,2024-07-22,Ряд 15-Стелаж 48-Позиція 8,Низький запас
1079,40,Склад матеріалів,2024-04-19,5,13,39,19.5,846.69,4233.450000000001,2024-04-01,Ряд 2-Стелаж 47-Позиція 7,В наявності
1080,61,Склад матеріалів,2024-11-28,24,41,123,61.5,3659.2,87820.79999999999,2024-11-27,Ряд 15-Стелаж 45-Позиція 4,Низький запас
1081,61,Склад матеріалів,2023-06-10,32,22,66,33.0,3659.2,117094.4,2023-05-22,Ряд 3-Стелаж 9-Позиція 6,Надлишок
1082,20,Склад готової продукції,2023-01-15,28,14,42,21.0,1230.1,34442.799999999996,2022-12-27,Ряд 17-Стелаж 49-Позиція 9,Низький запас
1083,73,Склад сировини,2023-09-16,75,27,81,40.5,3048.44,228633.0,2023-08-24,Ряд 2-Стелаж 11-Позиція 3,Критичний запас
1084,92,Склад готової продукції,2023-02-11,97,33,99,49.5,1053.48,102187.56,2023-01-23,Ряд 14-Стелаж 43-Позиція 7,Надлишок
