production_id,product_id,batch_number,start_date,end_date,planned_quantity,produced_quantity,defect_quantity,employee_id,machine_id,production_line,production_cost,energy_consumption,production_status,quality_check_status
757,61,B000757,2024-04-16,2024-04-16 09:00:00,429,435,10,128,2,Лінія 5,36060.4,312.45,Заплановано,Пройдено
758,18,B000758,2023-07-13,2023-07-15 12:00:00,734,787,18,122,7,Лінія 5,24612.91,373.29,Завершено,Відхилено
759,69,B000759,2024-10-27,2024-10-30 00:00:00,959,867,35,58,4,Лінія 5,20547.38,709.46,В процесі,Очікує
760,95,B000760,2024-10-29,2024-10-30 21:00:00,641,682,0,128,6,Лінія 4,34468.01,428.76,В процесі,Пройдено
761,29,B000761,2023-01-08,2023-01-10 18:00:00,457,444,6,15,7,Лінія 5,32930.29,512.7,Завершено,Пройдено
762,30,B000762,2023-03-21,2023-03-22 23:00:00,179,162,1,65,3,Лінія 1,20598.56,378.04,В процесі,Пройдено
763,18,B000763,2023-06-05,2023-06-07 09:00:00,588,568,16,49,1,Лінія 3,18633.22,115.38,В процесі,Очікує
764,52,B000764,2023-08-22,2023-08-24 02:00:00,576,557,4,162,8,Лінія 3,12324.12,625.53,Заплановано,Відхилено
765,75,B000765,2023-03-29,2023-03-29 11:00:00,873,831,1,28,3,Лінія 4,21459.76,411.01,Заплановано,Відхилено
766,61,B000766,2023-01-03,2023-01-06 00:00:00,645,705,8,34,1,Лінія 4,4815.23,123.15,В процесі,Пройдено
767,42,B000767,2023-01-21,2023-01-22 06:00:00,693,652,13,172,1,Лінія 2,7107.19,572.42,Завершено,Очікує
768,95,B000768,2023-12-21,2023-12-23 04:00:00,458,497,18,129,9,Лінія 4,37487.19,777.05,В процесі,Очікує
769,70,B000769,2024-11-15,2024-11-16 01:00:00,959,894,16,58,6,Лінія 3,48736.41,279.25,Завершено,Очікує
770,97,B000770,2023-09-04,2023-09-06 12:00:00,858,863,33,91,3,Лінія 1,24516.43,495.32,Заплановано,Відхилено
771,85,B000771,2024-06-26,2024-06-28 02:00:00,389,357,16,145,4,Лінія 1,26473.37,347.85,Заплановано,Відхилено
772,42,B000772,2024-06-13,2024-06-13 09:00:00,113,110,1,65,4,Лінія 2,32172.0,684.05,Завершено,Відхилено
773,92,B000773,2024-11-25,2024-11-25 05:00:00,475,460,7,122,9,Лінія 4,14383.59,160.06,В процесі,Відхилено
774,62,B000774,2024-04-22,2024-04-23 04:00:00,949,934,24,31,4,Лінія 2,3476.8,391.88,Заплановано,Відхилено
775,90,B000775,2023-10-11,2023-10-12 21:00:00,625,635,18,45,3,Лінія 1,38051.46,663.6,Завершено,Пройдено
776,34,B000776,2023-01-16,2023-01-16 12:00:00,889,808,37,6,6,Лінія 2,3221.16,270.66,В процесі,Пройдено
777,76,B000777,2024-09-08,2024-09-09 12:00:00,553,502,17,80,8,Лінія 5,3168.7,656.92,В процесі,Відхилено
778,84,B000778,2023-01-12,2023-01-12 15:00:00,693,667,21,58,5,Лінія 2,11179.48,163.37,В процесі,Пройдено
779,95,B000779,2023-10-13,2023-10-13 11:00:00,589,613,24,187,6,Лінія 5,29244.04,835.31,Заплановано,Очікує
780,36,B000780,2023-07-11,2023-07-12 09:00:00,495,522,25,176,5,Лінія 5,6769.64,810.83,Заплановано,Відхилено
781,20,B000781,2023-11-06,2023-11-08 15:00:00,401,377,17,176,3,Лінія 4,26089.04,408.84,Заплановано,Відхилено
782,23,B000782,2024-11-09,2024-11-09 17:00:00,230,219,2,162,10,Лінія 3,14525.64,106.37,В процесі,Пройдено
783,34,B000783,2023-01-28,2023-01-29 05:00:00,833,756,31,15,6,Лінія 1,11210.19,636.3,Заплановано,Відхилено
784,42,B000784,2024-09-02,2024-09-04 04:00:00,543,558,3,28,7,Лінія 4,15964.12,653.91,Заплановано,Пройдено
785,61,B000785,2023-12-20,2023-12-22 23:00:00,390,423,8,34,1,Лінія 1,20841.82,603.89,Заплановано,Пройдено
786,73,B000786,2023-11-25,2023-11-26 03:00:00,584,580,22,122,3,Лінія 4,6926.43,210.6,Заплановано,Відхилено
787,33,B000787,2023-06-26,2023-06-26 23:00:00,814,875,22,129,4,Лінія 1,33408.87,586.62,Заплановано,Очікує
788,66,B000788,2023-06-25,2023-06-25 17:00:00,259,276,1,187,8,Лінія 5,17244.75,426.9,Завершено,Відхилено
789,6,B000789,2024-08-09,2024-08-09 04:00:00,248,226,5,187,2,Лінія 5,19763.14,414.66,Завершено,Пройдено
790,6,B000790,2024-02-25,2024-02-26 09:00:00,624,660,31,122,9,Лінія 1,18046.95,937.13,Завершено,Відхилено
791,41,B000791,2024-12-04,2024-12-06 22:00:00,248,258,9,187,9,Лінія 2,42093.88,908.99,В процесі,Відхилено
792,76,B000792,2023-04-21,2023-04-22 04:00:00,407,371,8,154,8,Лінія 2,47624.84,129.48,Завершено,Пройдено
793,86,B000793,2023-12-17,2023-12-19 09:00:00,549,552,1,58,4,Лінія 3,17646.31,723.1,Заплановано,Відхилено
794,71,B000794,2023-03-26,2023-03-28 18:00:00,210,216,9,164,6,Лінія 2,33459.83,548.44,В процесі,Очікує
795,24,B000795,2024-10-10,2024-10-10 07:00:00,941,1003,44,169,3,Лінія 1,38740.58,176.48,Завершено,Пройдено
796,94,B000796,2024-04-14,2024-04-14 23:00:00,822,801,39,187,9,Лінія 4,16714.78,595.39,В процесі,Відхилено
797,51,B000797,2024-07-23,2024-07-24 07:00:00,691,704,26,123,6,Лінія 1,41217.09,587.17,В процесі,Очікує
798,59,B000798,2024-11-12,2024-11-13 14:00:00,404,367,5,65,2,Лінія 4,41966.44,121.94,Заплановано,Пройдено
799,28,B000799,2023-02-22,2023-02-24 21:00:00,617,606,25,147,7,Лінія 4,24844.24,405.86,Завершено,Відхилено
800,16,B000800,2023-08-07,2023-08-09 12:00:00,316,304,9,187,9,Лінія 2,44195.21,968.82,Завершено,Очікує
801,6,B000801,2024-04-17,2024-04-18 03:00:00,916,917,29,164,6,Лінія 1,30073.34,644.5,Завершено,Очікує
802,58,B000802,2024-07-02,2024-07-02 08:00:00,834,828,37,34,5,Лінія 4,37934.65,180.78,Заплановано,Відхилено
803,41,B000803,2024-04-29,2024-04-30 20:00:00,585,538,19,34,5,Лінія 1,7412.4,489.66,Завершено,Очікує
804,79,B000804,2024-12-27,2024-12-29 04:00:00,491,479,1,145,9,Лінія 3,17144.77,679.28,Завершено,Пройдено
805,100,B000805,2023-07-20,2023-07-21 12:00:00,701,738,16,128,2,Лінія 4,40922.18,512.65,В процесі,Пройдено
806,54,B000806,2024-04-25,2024-04-25 05:00:00,149,145,2,74,2,Лінія 1,3754.63,898.02,В процесі,Відхилено
807,25,B000807,2024-03-26,2024-03-27 17:00:00,745,787,27,34,7,Лінія 5,27033.69,728.12,В процесі,Пройдено
808,79,B000808,2023-02-07,2023-02-09 15:00:00,931,956,37,28,6,Лінія 5,19877.48,499.75,Завершено,Відхилено
809,52,B000809,2023-05-17,2023-05-17 22:00:00,592,640,20,123,5,Лінія 3,24903.81,914.01,В процесі,Очікує
810,42,B000810,2024-05-28,2024-05-29 00:00:00,251,263,3,80,7,Лінія 2,46738.35,122.97,В процесі,Очікує
811,18,B000811,2023-05-11,2023-05-11 23:00:00,696,739,15,187,9,Лінія 2,11173.42,720.09,Заплановано,Відхилено
812,6,B000812,2024-11-01,2024-11-01 14:00:00,423,397,8,58,4,Лінія 3,13199.2,405.41,Завершено,Очікує
813,77,B000813,2023-10-09,2023-10-11 14:00:00,114,116,1,132,6,Лінія 2,45838.25,977.54,Заплановано,Пройдено
814,3,B000814,2024-08-23,2024-08-25 14:00:00,702,713,27,147,2,Лінія 1,46665.77,209.59,В процесі,Відхилено
815,20,B000815,2023-03-05,2023-03-06 05:00:00,387,422,1,187,2,Лінія 1,11948.35,449.94,Завершено,Очікує
816,72,B000816,2024-12-14,2024-12-15 20:00:00,203,201,8,143,1,Лінія 2,26190.13,214.85,Завершено,Очікує
817,76,B000817,2024-11-07,2024-11-08 15:00:00,356,325,13,74,10,Лінія 2,43623.39,482.02,Заплановано,Відхилено
818,99,B000818,2024-03-01,2024-03-01 15:00:00,632,653,11,34,9,Лінія 1,48841.7,791.71,Завершено,Очікує
819,51,B000819,2023-04-19,2023-04-21 06:00:00,129,121,6,176,5,Лінія 3,11185.78,181.03,Завершено,Відхилено
820,26,B000820,2024-03-05,2024-03-07 19:00:00,862,864,31,45,2,Лінія 2,47962.24,620.14,Завершено,Відхилено
821,99,B000821,2023-10-22,2023-10-24 05:00:00,349,379,14,123,1,Лінія 3,33842.68,954.41,Заплановано,Пройдено
822,51,B000822,2024-07-29,2024-07-29 17:00:00,348,340,0,145,6,Лінія 1,42173.61,653.66,В процесі,Пройдено
823,18,B000823,2024-08-17,2024-08-17 22:00:00,968,1019,20,49,9,Лінія 2,30958.58,523.43,В процесі,Відхилено
824,8,B000824,2023-04-06,2023-04-08 07:00:00,425,389,3,28,5,Лінія 2,10435.41,319.87,В процесі,Пройдено
825,15,B000825,2024-12-29,2024-12-29 09:00:00,223,233,4,145,8,Лінія 5,3358.98,353.75,Заплановано,Відхилено
826,49,B000826,2023-11-08,2023-11-09 16:00:00,481,520,21,58,3,Лінія 2,29987.61,930.71,Заплановано,Відхилено
827,76,B000827,2023-12-16,2023-12-18 19:00:00,479,433,17,145,10,Лінія 4,11341.69,137.97,В процесі,Відхилено
828,6,B000828,2023-08-06,2023-08-07 21:00:00,421,411,4,129,5,Лінія 1,7571.76,965.73,В процесі,Відхилено
829,85,B000829,2024-11-08,2024-11-09 21:00:00,875,877,6,143,10,Лінія 5,10124.3,531.33,Заплановано,Відхилено
830,80,B000830,2023-06-28,2023-06-29 11:00:00,691,649,6,145,10,Лінія 2,46550.0,576.68,В процесі,Пройдено
831,16,B000831,2023-08-27,2023-08-29 17:00:00,303,329,1,123,4,Лінія 5,29762.29,476.56,Завершено,Пройдено
832,28,B000832,2024-09-20,2024-09-20 10:00:00,663,622,30,145,9,Лінія 4,18613.26,381.38,Завершено,Пройдено
833,26,B000833,2024-04-04,2024-04-05 03:00:00,493,445,9,45,7,Лінія 2,10829.93,898.07,В процесі,Пройдено
834,32,B000834,2023-12-07,2023-12-09 16:00:00,452,463,16,128,8,Лінія 5,6826.95,732.62,Завершено,Відхилено
835,68,B000835,2023-08-01,2023-08-02 07:00:00,800,833,5,65,9,Лінія 5,8994.34,130.97,Завершено,Відхилено
836,34,B000836,2023-04-07,2023-04-09 08:00:00,958,1044,16,45,8,Лінія 4,42504.92,201.47,В процесі,Пройдено
837,40,B000837,2024-04-03,2024-04-04 18:00:00,687,696,19,164,3,Лінія 4,28470.27,688.12,Завершено,Очікує
838,90,B000838,2023-02-05,2023-02-05 07:00:00,953,927,22,91,8,Лінія 4,5324.8,822.53,Заплановано,Очікує
839,73,B000839,2024-12-15,2024-12-15 04:00:00,135,145,2,123,1,Лінія 3,45564.61,297.55,Завершено,Пройдено
840,82,B000840,2023-06-20,2023-06-21 12:00:00,494,482,4,164,4,Лінія 4,26025.81,579.12,В процесі,Очікує
841,86,B000841,2024-11-01,2024-11-03 20:00:00,950,942,10,145,1,Лінія 5,44292.89,355.02,Завершено,Відхилено
842,31,B000842,2024-01-22,2024-01-23 14:00:00,924,991,47,176,1,Лінія 4,33453.95,325.24,Заплановано,Очікує
843,66,B000843,2024-10-31,2024-11-01 18:00:00,704,696,31,128,6,Лінія 3,14186.14,655.22,Завершено,Пройдено
844,31,B000844,2024-07-08,2024-07-08 17:00:00,459,505,0,91,8,Лінія 5,3926.21,932.0,Завершено,Пройдено
845,9,B000845,2023-04-13,2023-04-14 22:00:00,810,804,29,65,7,Лінія 2,43164.37,818.51,Завершено,Очікує
846,44,B000846,2024-11-28,2024-11-28 14:00:00,272,285,11,91,1,Лінія 2,37369.82,344.73,Заплановано,Очікує
847,97,B000847,2023-06-06,2023-06-08 13:00:00,660,699,16,91,3,Лінія 2,34230.26,556.9,Завершено,Очікує
848,33,B000848,2024-01-20,2024-01-22 13:00:00,798,752,18,143,9,Лінія 1,22241.2,123.2,Завершено,Очікує
849,33,B000849,2023-07-14,2023-07-15 07:00:00,873,810,27,31,4,Лінія 4,17990.62,448.4,В процесі,Очікує
850,17,B000850,2023-08-28,2023-08-31 00:00:00,484,516,1,15,7,Лінія 4,15728.59,558.21,Завершено,Очікує
851,65,B000851,2023-08-12,2023-08-12 23:00:00,766,788,12,128,4,Лінія 5,49622.04,585.28,Завершено,Відхилено
852,98,B000852,2023-06-15,2023-06-16 21:00:00,291,278,8,102,6,Лінія 3,9998.73,610.75,Заплановано,Пройдено
853,70,B000853,2023-10-16,2023-10-16 21:00:00,354,355,2,131,9,Лінія 4,32936.18,739.33,В процесі,Очікує
854,25,B000854,2023-10-09,2023-10-11 14:00:00,617,646,2,131,8,Лінія 5,2446.86,247.17,В процесі,Очікує
855,9,B000855,2023-07-18,2023-07-20 08:00:00,312,333,15,45,2,Лінія 1,41559.76,848.5,Заплановано,Відхилено
856,6,B000856,2023-01-15,2023-01-17 06:00:00,139,136,2,164,9,Лінія 4,2661.96,538.71,Заплановано,Відхилено
857,73,B000857,2024-07-13,2024-07-13 10:00:00,552,573,5,80,5,Лінія 4,49332.7,161.66,В процесі,Відхилено
858,70,B000858,2024-02-29,2024-03-01 16:00:00,142,142,0,131,10,Лінія 3,33312.25,955.63,Заплановано,Пройдено
859,13,B000859,2024-02-22,2024-02-23 00:00:00,203,192,7,122,9,Лінія 3,47620.42,776.43,Завершено,Відхилено
860,29,B000860,2024-06-21,2024-06-22 02:00:00,623,562,6,123,7,Лінія 5,9378.39,725.3,Заплановано,Очікує
861,30,B000861,2023-10-01,2023-10-01 15:00:00,908,942,22,131,2,Лінія 4,30317.35,982.48,Завершено,Очікує
862,100,B000862,2024-05-09,2024-05-09 23:00:00,191,203,2,145,4,Лінія 2,40411.64,546.21,В процесі,Очікує
863,95,B000863,2024-10-27,2024-10-29 23:00:00,754,804,7,147,3,Лінія 4,13925.63,412.48,В процесі,Очікує
864,90,B000864,2023-11-02,2023-11-03 14:00:00,990,1037,11,147,7,Лінія 1,17638.96,540.77,Заплановано,Відхилено
865,41,B000865,2024-03-07,2024-03-08 21:00:00,422,435,3,172,7,Лінія 3,1088.01,274.81,Завершено,Очікує
866,90,B000866,2023-04-28,2023-04-29 06:00:00,214,234,5,132,4,Лінія 3,44452.41,914.24,Завершено,Очікує
867,65,B000867,2024-12-30,2024-12-31 10:00:00,434,436,21,164,5,Лінія 4,2249.18,326.18,Завершено,Відхилено
868,77,B000868,2023-07-06,2023-07-07 23:00:00,898,950,18,15,2,Лінія 2,13530.33,110.58,Заплановано,Відхилено
869,96,B000869,2023-12-10,2023-12-10 09:00:00,355,367,7,132,6,Лінія 4,21152.14,506.82,В процесі,Пройдено
870,34,B000870,2023-05-02,2023-05-03 16:00:00,594,603,20,102,8,Лінія 3,22092.85,644.1,Заплановано,Відхилено
871,24,B000871,2024-08-15,2024-08-17 08:00:00,891,849,14,65,4,Лінія 3,27494.48,781.04,В процесі,Пройдено
872,84,B000872,2024-06-12,2024-06-13 19:00:00,797,752,7,132,3,Лінія 2,20184.32,116.05,Заплановано,Очікує
873,16,B000873,2024-08-06,2024-08-08 07:00:00,896,807,7,58,9,Лінія 4,40418.23,842.59,Заплановано,Відхилено
874,51,B000874,2023-10-02,2023-10-02 11:00:00,794,858,25,123,1,Лінія 3,18270.54,537.33,В процесі,Відхилено
875,90,B000875,2023-04-13,2023-04-13 18:00:00,564,545,27,80,2,Лінія 3,10189.04,333.48,Заплановано,Пройдено
876,61,B000876,2024-09-28,2024-09-30 19:00:00,1000,928,16,31,3,Лінія 4,17278.73,744.01,Завершено,Пройдено
877,94,B000877,2024-02-18,2024-02-19 03:00:00,217,235,0,91,9,Лінія 5,32402.38,482.48,Заплановано,Відхилено
878,18,B000878,2023-03-05,2023-03-06 13:00:00,856,792,20,15,8,Лінія 2,7798.0,350.52,Заплановано,Очікує
879,33,B000879,2024-08-19,2024-08-21 23:00:00,824,791,38,45,10,Лінія 1,11249.83,246.25,Завершено,Очікує
880,30,B000880,2023-04-09,2023-04-09 13:00:00,655,719,22,31,8,Лінія 1,41022.83,213.93,В процесі,Відхилено
881,58,B000881,2024-07-13,2024-07-14 00:00:00,437,432,18,162,10,Лінія 3,9856.29,802.98,В процесі,Пройдено
882,36,B000882,2023-03-09,2023-03-11 05:00:00,683,654,9,31,10,Лінія 5,11993.03,725.18,Заплановано,Очікує
883,52,B000883,2024-02-18,2024-02-19 13:00:00,187,188,6,128,7,Лінія 3,1413.87,768.68,Заплановано,Пройдено
884,8,B000884,2024-07-07,2024-07-07 10:00:00,51,48,2,128,9,Лінія 5,21557.05,454.53,Заплановано,Відхилено
885,33,B000885,2023-01-11,2023-01-13 22:00:00,155,154,6,131,8,Лінія 5,35061.01,263.57,Заплановано,Пройдено
886,23,B000886,2023-05-16,2023-05-17 22:00:00,364,390,8,123,6,Лінія 5,5202.08,254.91,Заплановано,Очікує
887,82,B000887,2024-10-19,2024-10-20 22:00:00,424,461,18,147,6,Лінія 3,49828.16,323.5,Заплановано,Відхилено
888,66,B000888,2023-02-21,2023-02-22 18:00:00,559,557,25,129,8,Лінія 2,4798.17,435.64,Завершено,Відхилено
889,11,B000889,2024-02-15,2024-02-15 20:00:00,723,684,23,15,6,Лінія 5,21617.96,852.86,Заплановано,Очікує
890,94,B000890,2023-12-12,2023-12-13 19:00:00,428,446,17,80,5,Лінія 4,5632.43,143.0,В процесі,Відхилено
891,11,B000891,2023-05-02,2023-05-03 15:00:00,770,838,36,129,3,Лінія 1,11739.38,702.37,В процесі,Відхилено
892,20,B000892,2023-12-10,2023-12-11 04:00:00,234,222,2,49,1,Лінія 4,22046.92,296.06,Завершено,Відхилено
893,20,B000893,2024-07-13,2024-07-15 12:00:00,809,876,28,122,7,Лінія 3,35171.22,858.86,Заплановано,Відхилено
894,13,B000894,2024-05-26,2024-05-27 20:00:00,375,368,2,145,5,Лінія 4,19353.23,183.85,Завершено,Очікує
895,58,B000895,2024-09-18,2024-09-19 14:00:00,320,318,4,91,9,Лінія 5,14342.37,880.95,В процесі,Очікує
896,73,B000896,2023-03-29,2023-03-31 17:00:00,426,416,20,34,3,Лінія 1,45808.65,616.32,Завершено,Відхилено
897,96,B000897,2023-10-03,2023-10-05 11:00:00,984,930,16,123,4,Лінія 3,28399.33,872.13,В процесі,Пройдено
898,99,B000898,2024-12-08,2024-12-09 05:00:00,430,443,1,58,3,Лінія 3,39457.06,637.21,Завершено,Пройдено
899,84,B000899,2024-08-16,2024-08-17 17:00:00,920,924,1,45,1,Лінія 1,40929.78,750.67,Завершено,Відхилено
900,71,B000900,2023-08-09,2023-08-10 20:00:00,880,833,33,187,3,Лінія 5,18956.83,890.49,В процесі,Відхилено
901,8,B000901,2023-01-12,2023-01-12 06:00:00,889,857,23,129,9,Лінія 4,14880.78,428.74,Завершено,Відхилено
902,66,B000902,2023-02-08,2023-02-10 02:00:00,223,210,8,129,1,Лінія 1,40747.92,272.78,В процесі,Очікує
903,31,B000903,2024-03-02,2024-03-04 10:00:00,154,145,5,154,3,Лінія 5,36516.12,532.41,Завершено,Очікує
904,66,B000904,2024-03-27,2024-03-29 07:00:00,307,337,7,172,5,Лінія 2,2268.64,221.41,Заплановано,Пройдено
905,86,B000905,2023-07-28,2023-07-30 11:00:00,515,517,13,143,10,Лінія 1,37076.1,839.19,В процесі,Відхилено
906,31,B000906,2024-05-29,2024-05-31 00:00:00,923,912,11,162,6,Лінія 5,38737.71,461.2,Заплановано,Відхилено
907,72,B000907,2024-08-26,2024-08-26 16:00:00,844,847,42,6,10,Лінія 2,13889.47,820.78,В процесі,Відхилено
908,9,B000908,2023-08-20,2023-08-21 02:00:00,720,734,36,176,10,Лінія 1,43977.14,224.69,Завершено,Пройдено
909,98,B000909,2024-09-30,2024-09-30 10:00:00,600,551,11,154,9,Лінія 1,11045.32,415.92,В процесі,Пройдено
910,71,B000910,2023-08-23,2023-08-26 00:00:00,869,886,22,28,3,Лінія 5,11320.02,181.33,Завершено,Пройдено
911,17,B000911,2023-04-08,2023-04-10 12:00:00,700,676,3,143,4,Лінія 4,2620.69,658.53,В процесі,Відхилено
912,37,B000912,2024-04-27,2024-04-27 19:00:00,925,958,36,154,9,Лінія 4,7435.1,493.78,Заплановано,Очікує
913,77,B000913,2023-09-29,2023-09-30 03:00:00,323,329,8,147,6,Лінія 5,6811.85,161.84,Заплановано,Відхилено
914,18,B000914,2024-11-03,2024-11-05 10:00:00,702,729,6,154,6,Лінія 5,13841.12,961.29,Завершено,Відхилено
915,5,B000915,2023-10-13,2023-10-15 09:00:00,602,632,2,34,10,Лінія 5,11406.83,315.51,В процесі,Відхилено
916,73,B000916,2024-08-31,2024-08-31 15:00:00,226,205,4,45,6,Лінія 1,33384.83,497.11,Завершено,Очікує
917,6,B000917,2023-02-13,2023-02-13 18:00:00,651,677,10,6,6,Лінія 4,20446.33,573.84,Завершено,Пройдено
918,28,B000918,2023-02-23,2023-02-23 09:00:00,642,642,15,122,3,Лінія 1,20814.34,489.03,Заплановано,Очікує
919,91,B000919,2023-01-14,2023-01-15 06:00:00,363,338,1,102,6,Лінія 1,3535.57,319.24,Завершено,Очікує
920,31,B000920,2023-10-02,2023-10-02 13:00:00,421,394,3,34,2,Лінія 3,9634.86,434.74,В процесі,Пройдено
921,69,B000921,2024-11-01,2024-11-02 12:00:00,830,757,33,132,4,Лінія 5,6369.53,687.4,В процесі,Очікує
922,29,B000922,2023-09-09,2023-09-09 09:00:00,836,857,13,122,8,Лінія 3,7822.91,337.32,Заплановано,Відхилено
923,51,B000923,2024-11-01,2024-11-03 04:00:00,939,1006,10,91,4,Лінія 2,24841.4,631.64,В процесі,Відхилено
924,59,B000924,2024-08-23,2024-08-25 14:00:00,192,178,2,164,4,Лінія 3,40113.64,801.74,Заплановано,Пройдено
925,44,B000925,2024-09-29,2024-09-30 20:00:00,575,557,5,74,4,Лінія 3,1359.22,390.03,Завершено,Пройдено
926,16,B000926,2023-03-19,2023-03-19 23:00:00,78,72,3,91,7,Лінія 1,27026.45,471.72,Заплановано,Пройдено
927,56,B000927,2023-04-01,2023-04-04 00:00:00,861,817,37,147,2,Лінія 1,6060.02,211.91,В процесі,Пройдено
928,8,B000928,2024-10-17,2024-10-19 17:00:00,98,91,4,176,7,Лінія 1,36325.36,123.57,В процесі,Пройдено
929,76,B000929,2024-05-04,2024-05-06 18:00:00,606,648,26,58,6,Лінія 1,46420.5,400.79,Заплановано,Пройдено
930,77,B000930,2024-03-28,2024-03-30 19:00:00,161,150,0,172,5,Лінія 4,49220.37,255.22,В процесі,Пройдено
931,41,B000931,2024-10-09,2024-10-11 14:00:00,130,131,0,34,9,Лінія 1,19783.19,548.54,В процесі,Очікує
932,54,B000932,2024-08-20,2024-08-21 19:00:00,228,245,8,122,8,Лінія 1,37335.26,798.89,В процесі,Пройдено
933,40,B000933,2024-10-15,2024-10-15 07:00:00,509,489,15,147,5,Лінія 5,40932.26,996.24,В процесі,Пройдено
934,14,B000934,2023-05-17,2023-05-19 23:00:00,632,618,30,123,2,Лінія 4,25213.15,249.88,Заплановано,Відхилено
935,71,B000935,2023-11-14,2023-11-14 17:00:00,64,62,0,123,9,Лінія 1,15729.04,764.95,Завершено,Пройдено
936,14,B000936,2023-01-18,2023-01-19 11:00:00,838,859,18,45,1,Лінія 1,41516.94,802.47,Завершено,Відхилено
937,3,B000937,2023-01-18,2023-01-19 06:00:00,577,621,17,6,10,Лінія 1,36312.56,123.14,В процесі,Пройдено
938,28,B000938,2023-11-10,2023-11-10 19:00:00,499,492,9,123,6,Лінія 3,19257.78,280.54,В процесі,Відхилено
939,25,B000939,2023-05-04,2023-05-06 19:00:00,262,253,1,80,6,Лінія 1,23513.08,272.06,Заплановано,Пройдено
940,58,B000940,2023-11-02,2023-11-04 07:00:00,314,334,6,65,10,Лінія 5,2589.59,173.38,Завершено,Очікує
941,6,B000941,2024-08-03,2024-08-04 20:00:00,214,228,2,164,8,Лінія 1,15292.57,321.51,В процесі,Очікує
942,86,B000942,2023-11-27,2023-11-28 02:00:00,553,558,23,176,10,Лінія 2,36471.99,828.02,Заплановано,Очікує
943,73,B000943,2024-05-22,2024-05-22 09:00:00,802,855,15,6,3,Лінія 3,49577.63,946.5,В процесі,Відхилено
944,65,B000944,2023-07-10,2023-07-10 14:00:00,177,167,3,164,6,Лінія 1,1123.85,413.01,Заплановано,Пройдено
945,86,B000945,2024-11-18,2024-11-18 04:00:00,364,393,17,122,1,Лінія 5,6686.03,601.62,В процесі,Пройдено
946,95,B000946,2024-12-07,2024-12-08 03:00:00,287,267,11,169,6,Лінія 5,23135.71,181.8,Заплановано,Пройдено
947,41,B000947,2023-05-29,2023-05-29 17:00:00,831,755,25,74,8,Лінія 4,37076.16,442.26,Завершено,Пройдено
948,71,B000948,2023-11-09,2023-11-11 11:00:00,822,742,31,162,4,Лінія 5,7916.33,446.69,Завершено,Очікує
949,46,B000949,2024-10-14,2024-10-15 18:00:00,204,188,0,6,1,Лінія 2,20192.6,689.93,Заплановано,Пройдено
950,14,B000950,2023-12-09,2023-12-10 03:00:00,907,983,42,65,10,Лінія 3,31586.15,922.07,Заплановано,Відхилено
951,95,B000951,2024-04-07,2024-04-09 16:00:00,367,345,3,34,8,Лінія 4,11461.63,307.22,Завершено,Пройдено
952,68,B000952,2023-07-13,2023-07-14 00:00:00,227,234,4,145,7,Лінія 1,25810.37,970.4,Заплановано,Пройдено
953,20,B000953,2024-08-14,2024-08-14 04:00:00,821,876,2,102,10,Лінія 2,10488.07,483.7,Заплановано,Пройдено
954,14,B000954,2023-07-28,2023-07-29 13:00:00,271,276,7,34,1,Лінія 1,9872.49,528.78,В процесі,Відхилено
955,71,B000955,2023-09-04,2023-09-05 13:00:00,802,723,36,80,5,Лінія 2,2231.28,312.2,Заплановано,Очікує
956,11,B000956,2023-06-30,2023-07-02 20:00:00,643,675,8,128,4,Лінія 4,42426.76,706.95,Заплановано,Очікує
957,8,B000957,2023-09-12,2023-09-14 16:00:00,841,906,10,164,3,Лінія 4,27339.95,552.71,Завершено,Пройдено
958,3,B000958,2023-09-23,2023-09-25 06:00:00,842,764,18,187,8,Лінія 2,27785.57,436.38,Завершено,Відхилено
959,97,B000959,2023-10-12,2023-10-12 07:00:00,959,926,16,91,2,Лінія 3,1313.92,272.28,Заплановано,Очікує
960,34,B000960,2024-05-09,2024-05-10 16:00:00,316,313,15,172,7,Лінія 5,48435.2,323.21,Заплановано,Очікує
961,76,B000961,2023-09-15,2023-09-17 09:00:00,979,882,13,128,7,Лінія 2,7961.48,771.88,Заплановано,Відхилено
962,25,B000962,2024-06-16,2024-06-18 04:00:00,659,687,18,154,3,Лінія 4,17042.16,870.45,Заплановано,Очікує
963,6,B000963,2024-05-10,2024-05-11 15:00:00,83,83,1,187,8,Лінія 3,36154.84,734.75,Заплановано,Пройдено
964,14,B000964,2023-08-02,2023-08-04 05:00:00,165,157,6,31,5,Лінія 5,4267.97,557.81,Завершено,Відхилено
965,61,B000965,2024-09-16,2024-09-18 06:00:00,309,282,3,74,10,Лінія 4,20480.86,697.14,Заплановано,Пройдено
966,18,B000966,2024-06-13,2024-06-13 10:00:00,262,248,6,80,7,Лінія 5,41814.66,538.24,Заплановано,Пройдено
967,26,B000967,2024-10-02,2024-10-03 18:00:00,81,82,2,162,9,Лінія 4,42051.75,175.54,Заплановано,Відхилено
968,31,B000968,2023-07-18,2023-07-19 05:00:00,799,835,25,31,7,Лінія 1,36125.31,402.34,Завершено,Відхилено
969,85,B000969,2023-09-16,2023-09-16 06:00:00,399,378,5,58,4,Лінія 3,44317.37,563.73,Заплановано,Відхилено
