invoice_id,invoice_number,sale_id,customer_id,issue_date,due_date,amount,payment_terms,status,payment_date,payment_method,notes
1120,INV-001120,692,136,2024-08-25,2024-09-24,122521.73599999999,45 днів,Оплачено,2024-08-28,Банківський переказ,
1121,INV-001121,899,87,2024-01-29,2024-02-28,574651.53,45 днів,Оплачено,2024-01-31,Картка,
1122,INV-001122,39,65,2024-02-28,2024-02-29,11142.266,1 Передоплата,Оплачено,2024-02-29,Готівка,
1123,INV-001123,824,128,2023-09-10,2023-11-09,239043.55049999998,45 днів,Оплачено,2023-10-29,Готівка,
1124,INV-001124,534,106,2024-09-23,2024-11-07,155376.54510000002,45 днів,Оплачено,2024-10-03,Картка,
1125,INV-001125,576,54,2023-11-23,2023-12-23,6025.692400000001,45 днів,Прострочено,,,
1126,INV-001126,254,5,2024-11-24,2024-12-24,21878.082000000002,45 днів,Оплачено,2024-12-15,Готівка,
1127,INV-001127,323,76,2023-04-04,2023-05-04,142405.20899999997,60 днів,Оплачено,2023-04-08,Банківський переказ,
1128,INV-001128,464,12,2023-01-13,2023-02-27,3534.5539,60 днів,Оплачено,2023-01-30,Готівка,
1129,INV-001129,587,37,2023-06-03,2023-07-18,102200.6656,30 днів,Оплачено,2023-06-27,Картка,
1130,INV-001130,614,146,2023-04-27,2023-04-28,85453.36619999999,60 днів,Прострочено,,,
1131,INV-001131,91,139,2023-01-12,2023-01-13,121907.65749999999,45 днів,Оплачено,2023-01-13,Картка,
1132,INV-001132,643,88,2023-02-18,2023-03-20,20332.7946,1 Передоплата,Оплачено,2023-03-08,Банківський переказ,
1133,INV-001133,347,28,2023-12-02,2024-01-31,125444.88,60 днів,Оплачено,2024-01-23,Банківський переказ,
1134,INV-001134,937,21,2023-09-16,2023-11-15,168763.58000000002,1 Передоплата,Оплачено,2023-10-28,Банківський переказ,Поява друкувати закласти щастя. Вказаний результат мить близько податковий.
1135,INV-001135,972,25,2023-02-19,2023-03-21,73981.3074,60 днів,Оплачено,2023-02-23,Готівка,
1136,INV-001136,588,45,2023-02-07,2023-04-08,6272.244000000001,60 днів,Оплачено,2023-03-04,Картка,
1137,INV-001137,833,57,2023-03-27,2023-05-11,232509.816,45 днів,Оплачено,2023-04-13,Банківський переказ,
1138,INV-001138,601,120,2023-10-16,2023-11-30,427154.58,1 Передоплата,Оплачено,2023-11-14,Картка,Залучати груди неправда порода збудження. Бак присісти незручно повністю хотіти поставити.
1139,INV-001139,185,38,2024-05-14,2024-05-15,35964.2681,45 днів,Оплачено,2024-05-15,Готівка,
1140,INV-001140,98,62,2024-06-17,2024-08-01,439233.88879999996,60 днів,Оплачено,2024-06-20,Готівка,
1141,INV-001141,856,18,2023-02-04,2023-03-06,193214.439,45 днів,Прострочено,,,
1142,INV-001142,707,48,2023-01-05,2023-01-06,208694.06459999998,45 днів,Оплачено,2023-01-06,Готівка,
1143,INV-001143,710,109,2024-05-21,2024-07-05,137881.64909999998,30 днів,Прострочено,,,
1144,INV-001144,69,90,2023-04-18,2023-06-17,309305.7582,45 днів,Оплачено,2023-04-29,Картка,
1145,INV-001145,693,35,2024-02-09,2024-02-10,5542.119,45 днів,Прострочено,,,
1146,INV-001146,97,25,2023-01-03,2023-01-04,414252.1838,45 днів,Оплачено,2023-01-04,Картка,
1147,INV-001147,353,75,2024-08-03,2024-10-02,128398.75,30 днів,Оплачено,2024-09-30,Готівка,
1148,INV-001148,635,118,2024-04-13,2024-05-13,453607.10399999993,30 днів,Оплачено,2024-04-30,Готівка,
1149,INV-001149,745,108,2023-12-01,2024-01-15,76464.98879999999,1 Передоплата,Прострочено,,,Дихання ґазда доба.
1150,INV-001150,628,125,2024-06-07,2024-07-22,264946.57639999996,60 днів,Оплачено,2024-06-27,Банківський переказ,
1151,INV-001151,3,92,2023-09-02,2023-10-17,139617.168,1 Передоплата,Прострочено,,,
1152,INV-001152,957,53,2023-10-18,2023-12-02,173388.1,1 Передоплата,Оплачено,2023-11-10,Картка,
1153,INV-001153,846,84,2024-11-11,2024-12-26,152017.3718,45 днів,Прострочено,,,
1154,INV-001154,391,111,2023-05-13,2023-07-12,478149.8337,30 днів,Прострочено,,,
1155,INV-001155,462,46,2023-02-17,2023-04-03,114267.5094,45 днів,Оплачено,2023-03-24,Готівка,
1156,INV-001156,686,84,2023-05-23,2023-07-22,405624.6144,1 Передоплата,Оплачено,2023-07-04,Готівка,
1157,INV-001157,175,35,2024-01-21,2024-03-06,102737.19959999999,60 днів,Оплачено,2024-02-05,Картка,Доба насолода пристрій пити вскакивать навіщо. Провал знаходити п'ятеро легко. Увійти дошлий заява.
1158,INV-001158,895,19,2023-04-13,2023-05-13,200951.18839999998,60 днів,Оплачено,2023-04-28,Банківський переказ,
1159,INV-001159,545,147,2023-08-01,2023-08-02,8500.074,1 Передоплата,Оплачено,2023-08-02,Банківський переказ,
1160,INV-001160,311,140,2023-11-12,2023-11-13,493252.62,30 днів,Оплачено,2023-11-13,Картка,Залучати самостійно інтелектуальний закласти. Призначити заробити ремінь упустити паща.
1161,INV-001161,328,77,2024-01-07,2024-02-06,102527.3801,60 днів,Оплачено,2024-01-15,Готівка,
1162,INV-001162,227,85,2024-01-24,2024-01-25,581155.4307,45 днів,Оплачено,2024-01-25,Готівка,
1163,INV-001163,998,63,2023-07-12,2023-07-13,39506.8576,45 днів,Оплачено,2023-07-13,Банківський переказ,
1164,INV-001164,538,22,2023-01-02,2023-02-16,81126.80159999999,60 днів,Прострочено,,,Народ команда що навіщо зелений терапія дальній.
1165,INV-001165,741,78,2023-08-13,2023-09-12,210711.6996,45 днів,Оплачено,2023-08-18,Готівка,Редактор підлога виблискувати так. Зупинити вигнати гідність степ.
1166,INV-001166,305,98,2023-02-15,2023-04-01,76156.883,45 днів,Оплачено,2023-04-01,Банківський переказ,
1167,INV-001167,775,19,2023-08-07,2023-08-08,81184.0524,45 днів,Оплачено,2023-08-08,Готівка,
1168,INV-001168,60,133,2024-03-06,2024-04-20,10244.2752,45 днів,Оплачено,2024-04-08,Картка,Витримати суглоб кишеня а розводити постійний. Лапа зате сумнівний занадто сумний тута мотоцикл.
1169,INV-001169,708,24,2024-04-06,2024-05-21,128546.496,30 днів,Оплачено,2024-04-24,Картка,Банк прелесть нарада перетнути близько. Яблуко близько степ другий увійти.
1170,INV-001170,873,38,2023-06-06,2023-08-05,2750.3448,60 днів,Оплачено,2023-07-30,Готівка,
1171,INV-001171,454,97,2024-10-06,2024-12-05,212359.9296,1 Передоплата,Прострочено,,,
1172,INV-001172,877,122,2024-07-18,2024-08-17,60900.392,60 днів,Оплачено,2024-08-14,Готівка,
1173,INV-001173,140,106,2024-03-23,2024-03-24,288238.7235,45 днів,Оплачено,2024-03-24,Картка,Хід каюта свіжий блискучий їсти. Вибирати командир болото заклад банда приятель знімати.
1174,INV-001174,801,127,2024-03-13,2024-04-12,224361.1143,60 днів,Оплачено,2024-03-24,Картка,
1175,INV-001175,162,99,2023-06-05,2023-07-05,121869.4086,1 Передоплата,Прострочено,,,Наштовхнутися метал метелик коваль підкинути. Факультет здригатися конструкція.
1176,INV-001176,15,107,2023-06-26,2023-08-25,16556.1696,1 Передоплата,Оплачено,2023-08-16,Банківський переказ,Наполегливо близько самостійно.
1177,INV-001177,57,3,2023-11-16,2023-11-17,66097.8032,30 днів,Оплачено,2023-11-17,Готівка,
1178,INV-001178,628,125,2024-06-07,2024-08-06,264946.57639999996,45 днів,Оплачено,2024-08-06,Банківський переказ,
1179,INV-001179,897,5,2023-10-24,2023-10-25,17029.287,30 днів,Оплачено,2023-10-25,Картка,
1180,INV-001180,337,97,2023-01-29,2023-02-28,65371.93599999999,60 днів,Оплачено,2023-01-31,Картка,
1181,INV-001181,529,90,2023-10-18,2023-12-17,165623.6934,60 днів,Оплачено,2023-10-21,Картка,
1182,INV-001182,518,6,2024-09-16,2024-10-31,12499.070800000001,45 днів,Оплачено,2024-10-29,Банківський переказ,
1183,INV-001183,126,8,2024-12-09,2025-01-23,96476.9328,60 днів,Оплачено,2025-01-11,Картка,Товар тютюн нині природа розуміти райком природа пастух. Колишній бігати перед приятель виражений.
1184,INV-001184,491,114,2023-12-10,2024-01-09,21844.0222,1 Передоплата,Прострочено,,,Дівка господиня підкинути сонце взагалі плід прелесть. Упустити настати пірʼя виражений знищення.
1185,INV-001185,56,46,2023-05-05,2023-07-04,514134.56640000007,30 днів,Оплачено,2023-06-25,Картка,
1186,INV-001186,37,98,2024-04-30,2024-05-01,19516.609999999997,30 днів,Оплачено,2024-05-01,Картка,
1187,INV-001187,436,37,2024-02-24,2024-04-09,116997.20999999999,1 Передоплата,Оплачено,2024-04-06,Готівка,
1188,INV-001188,288,143,2023-02-08,2023-03-10,85216.9878,45 днів,Оплачено,2023-02-23,Картка,
1189,INV-001189,145,72,2024-03-08,2024-04-07,291524.5518,1 Передоплата,Прострочено,,,
1190,INV-001190,487,57,2024-02-05,2024-02-06,54803.8048,1 Передоплата,Оплачено,2024-02-06,Картка,
1191,INV-001191,792,126,2023-02-09,2023-03-26,217088.94239999997,30 днів,Оплачено,2023-03-22,Готівка,
1192,INV-001192,489,111,2023-02-18,2023-04-04,369978.063,30 днів,Оплачено,2023-02-23,Банківський переказ,
1193,INV-001193,741,78,2023-08-13,2023-09-12,210711.6996,30 днів,Оплачено,2023-08-27,Картка,
1194,INV-001194,986,147,2023-11-26,2023-11-27,131317.9812,45 днів,Прострочено,,,
1195,INV-001195,1,63,2023-01-13,2023-01-14,15655.5784,60 днів,Прострочено,,,
1196,INV-001196,33,88,2023-09-05,2023-10-20,186976.70099999997,30 днів,Прострочено,,,Тривога подробиця епоха синок. Хлопець метелик паща ліловий.
1197,INV-001197,521,97,2024-10-19,2024-12-18,31140.381999999998,30 днів,Оплачено,2024-11-01,Банківський переказ,Мигнути хата крутий сходити. Дрібниця заклик перед червʼяк комунізм упор житель дошлий.
1198,INV-001198,814,79,2023-03-31,2023-04-01,35815.551,30 днів,Оплачено,2023-04-01,Картка,
1199,INV-001199,807,68,2024-06-20,2024-08-19,362548.66880000004,60 днів,Оплачено,2024-06-25,Картка,
1200,INV-001200,644,112,2024-04-29,2024-06-28,197866.41999999998,60 днів,Оплачено,2024-05-18,Банківський переказ,
1201,INV-001201,906,16,2024-05-06,2024-07-05,209502.30279999998,45 днів,Прострочено,,,Сумнівний кора упустити метелик запустити зате скинути важливий.
1202,INV-001202,182,104,2023-10-15,2023-12-14,70715.2698,30 днів,Оплачено,2023-11-12,Готівка,Щастя чоловічок тута степ дружно приятель отже. Зате покидати монета інтелектуальний.
1203,INV-001203,757,60,2024-05-29,2024-07-28,16102.825200000001,60 днів,Оплачено,2024-07-07,Готівка,
1204,INV-001204,191,37,2023-06-09,2023-08-08,126675.306,60 днів,Прострочено,,,
1205,INV-001205,930,58,2023-08-29,2023-10-28,194644.296,45 днів,Оплачено,2023-09-26,Банківський переказ,
1206,INV-001206,96,36,2024-06-11,2024-06-12,369163.3176,1 Передоплата,Оплачено,2024-06-12,Готівка,
1207,INV-001207,550,104,2024-11-08,2025-01-07,280547.4312,30 днів,Оплачено,2024-12-29,Картка,
1208,INV-001208,497,109,2024-04-28,2024-05-28,39637.373999999996,30 днів,Оплачено,2024-05-09,Банківський переказ,
1209,INV-001209,807,68,2024-06-20,2024-07-20,362548.66880000004,30 днів,Оплачено,2024-07-05,Готівка,
1210,INV-001210,171,106,2023-10-07,2023-11-21,82906.41600000001,45 днів,Оплачено,2023-11-17,Готівка,
1211,INV-001211,757,60,2024-05-29,2024-07-13,16102.825200000001,1 Передоплата,Оплачено,2024-07-10,Картка,Століття перед дрібниця запустити. Головний відповідність пити. Занадто актриса інструкція вечір.
1212,INV-001212,1,63,2023-01-13,2023-02-12,15655.5784,1 Передоплата,Оплачено,2023-01-26,Готівка,Зупинити князь порівняння. Нарада художній потягнутися спорт прірва пісенька навіщо отже.
1213,INV-001213,28,102,2024-11-14,2024-11-15,611082.7008,1 Передоплата,Оплачено,2024-11-15,Картка,
1214,INV-001214,760,11,2024-11-02,2024-12-02,240676.14,45 днів,Оплачено,2024-11-21,Готівка,Летіти пристрасть художній збудження отже. Сміятися п'ятеро порівняння рота тривога факультет бак.
1215,INV-001215,573,121,2023-06-10,2023-06-11,184490.4303,60 днів,Прострочено,,,
1216,INV-001216,565,116,2023-01-08,2023-01-09,79628.9886,1 Передоплата,Оплачено,2023-01-09,Картка,
1217,INV-001217,376,90,2024-09-15,2024-10-15,4373.4105,1 Передоплата,Оплачено,2024-10-06,Картка,Керівник степ теорія перетнути зелений вітати радити інший. Ніч правий можливо інвалід.
1218,INV-001218,345,94,2023-11-02,2023-11-03,54141.488,45 днів,Прострочено,,,Гіркий нестерпний незвичний дрібниця набір камінчик.
1219,INV-001219,259,68,2024-05-14,2024-06-28,82850.5872,1 Передоплата,Прострочено,,,
1220,INV-001220,328,77,2024-01-07,2024-03-07,102527.3801,30 днів,Оплачено,2024-03-06,Картка,
1221,INV-001221,905,136,2024-08-21,2024-10-05,575319.456,1 Передоплата,Оплачено,2024-09-10,Банківський переказ,
1222,INV-001222,406,23,2024-03-25,2024-05-09,28859.450399999998,30 днів,Оплачено,2024-04-03,Банківський переказ,
1223,INV-001223,34,72,2024-10-15,2024-11-29,126870.39,30 днів,Оплачено,2024-10-21,Банківський переказ,
1224,INV-001224,78,13,2023-09-23,2023-09-24,48663.623999999996,45 днів,Оплачено,2023-09-24,Готівка,
1225,INV-001225,128,4,2024-04-12,2024-05-12,106857.1584,30 днів,Прострочено,,,Командування написати прихований.
1226,INV-001226,953,46,2024-08-25,2024-10-09,48553.596000000005,60 днів,Оплачено,2024-10-07,Готівка,
1227,INV-001227,22,89,2024-12-02,2025-01-16,9409.3184,1 Передоплата,Оплачено,2024-12-26,Готівка,
1228,INV-001228,524,13,2024-08-17,2024-10-01,74444.546,45 днів,Прострочено,,,
1229,INV-001229,589,140,2024-11-30,2024-12-30,76641.2262,60 днів,Оплачено,2024-12-02,Картка,
1230,INV-001230,806,96,2023-03-18,2023-03-19,157521.96600000001,30 днів,Оплачено,2023-03-19,Готівка,Гроші число вигнати. Командувач рота супроводжуватися міркування білизна плавно встати.
1231,INV-001231,825,38,2023-11-30,2024-01-14,346308.24,1 Передоплата,Оплачено,2023-12-12,Картка,
1232,INV-001232,890,136,2023-07-22,2023-08-21,482046.64320000005,1 Передоплата,Прострочено,,,
1233,INV-001233,17,61,2024-11-30,2025-01-14,140467.668,60 днів,Прострочено,,,Супроводжуватися падати за новий радість коричневий народ. Рота оборот супроводжуватися чітко.
1234,INV-001234,834,72,2023-10-29,2023-12-28,19244.385599999998,60 днів,Оплачено,2023-11-23,Готівка,
1235,INV-001235,800,10,2024-03-24,2024-04-23,122993.6202,45 днів,Оплачено,2024-04-04,Картка,
1236,INV-001236,896,85,2023-10-03,2023-12-02,34377.791,30 днів,Оплачено,2023-11-22,Картка,
1237,INV-001237,270,146,2023-01-29,2023-03-30,109934.34199999999,45 днів,Оплачено,2023-02-02,Готівка,
1238,INV-001238,468,61,2023-06-21,2023-07-21,283892.22,45 днів,Оплачено,2023-07-17,Картка,
1239,INV-001239,368,20,2023-09-21,2023-10-21,162744.6346,30 днів,Оплачено,2023-10-10,Готівка,
1240,INV-001240,367,130,2023-06-09,2023-07-24,62951.598000000005,60 днів,Прострочено,,,Райком зображати ефект різноманітний. Кпсс комунізм відзначити командир ліловий більше.
1241,INV-001241,2,149,2024-04-01,2024-05-16,357569.16,60 днів,Оплачено,2024-04-03,Картка,Поява бочок так натиснути засунути здригатися. Головний полюбити банк поріг подвірʼя.
1242,INV-001242,424,85,2024-11-04,2024-12-04,184022.293,1 Передоплата,Оплачено,2024-11-19,Банківський переказ,Болісно хата рис мільярд. Солома міра конференція що запустити підкинути.
1243,INV-001243,803,49,2023-04-02,2023-04-03,165796.085,60 днів,Прострочено,,,
1244,INV-001244,473,44,2023-04-03,2023-04-04,15936.6816,45 днів,Оплачено,2023-04-04,Банківський переказ,
1245,INV-001245,934,36,2023-03-06,2023-05-05,93356.90000000001,30 днів,Оплачено,2023-04-19,Картка,
1246,INV-001246,498,18,2024-10-30,2024-12-14,515008.8944,1 Передоплата,Прострочено,,,
1247,INV-001247,878,116,2023-04-28,2023-06-12,27714.54,45 днів,Оплачено,2023-06-08,Готівка,Їжа покоління пристрасть редактор гараж бок. Безглуздий поїзд природний тисяча бочок кпсс передо.
1248,INV-001248,821,99,2024-04-11,2024-04-12,442360.85,45 днів,Оплачено,2024-04-12,Картка,
1249,INV-001249,965,78,2023-10-06,2023-11-20,19062.2976,60 днів,Оплачено,2023-10-18,Банківський переказ,Решітка метал новий зате. Нестерпний надати заробити угодний розстебнути труп.
1250,INV-001250,129,109,2024-11-16,2024-12-31,532943.04,45 днів,Оплачено,2024-11-25,Банківський переказ,
1251,INV-001251,430,97,2024-08-02,2024-09-01,81827.8848,45 днів,Оплачено,2024-08-03,Готівка,
1252,INV-001252,745,108,2023-12-01,2023-12-31,76464.98879999999,45 днів,Оплачено,2023-12-25,Готівка,
1253,INV-001253,368,20,2023-09-21,2023-11-05,162744.6346,45 днів,Оплачено,2023-10-03,Готівка,
1254,INV-001254,995,100,2023-12-07,2024-02-05,433960.983,30 днів,Оплачено,2024-02-03,Банківський переказ,
1255,INV-001255,13,98,2024-06-22,2024-07-22,299553.441,30 днів,Оплачено,2024-07-22,Готівка,
1256,INV-001256,341,62,2024-07-22,2024-07-23,2716.6850000000004,60 днів,Прострочено,,,
1257,INV-001257,366,22,2023-12-04,2024-01-03,174374.37,60 днів,Оплачено,2023-12-19,Картка,Кут здалеку заплакати розгубитися черевик. Виникнення пані вітрина поїзд провінція.
1258,INV-001258,471,139,2024-07-31,2024-09-14,170783.09600000002,1 Передоплата,Оплачено,2024-08-04,Готівка,Безглуздий полюбити передо сумнівний кпсс бок. Кільце досліджено заплакати.
1259,INV-001259,199,11,2023-05-27,2023-07-26,6414.795,60 днів,Прострочено,,,
1260,INV-001260,658,148,2023-02-27,2023-03-29,53286.367999999995,60 днів,Прострочено,,,
1261,INV-001261,812,56,2023-05-27,2023-07-26,285993.18,45 днів,Прострочено,,,
1262,INV-001262,470,143,2024-01-11,2024-01-12,195972.5592,30 днів,Оплачено,2024-01-12,Картка,
1263,INV-001263,322,28,2024-09-30,2024-10-01,120379.2,30 днів,Оплачено,2024-10-01,Готівка,Функція командування так склянка академік уникати падати. Благати розуміти банда незвичайний хата.
1264,INV-001264,525,106,2023-11-05,2023-12-05,274113.30399999995,1 Передоплата,Оплачено,2023-11-21,Готівка,Набір метал секунда командувач поставити. Дрімати торгівля взагалі демократія.
1265,INV-001265,181,69,2023-12-11,2024-02-09,38874.76,1 Передоплата,Прострочено,,,Похмуро мільярд кут дружно правління занадто. Взагалі термін неправда господь.
1266,INV-001266,779,136,2023-12-29,2024-02-12,51406.9872,60 днів,Оплачено,2024-01-05,Банківський переказ,Товар серйозний монета кпсс. Приятель розлад неправда факультет встати мотоцикл коричневий.
1267,INV-001267,655,119,2023-03-31,2023-04-30,43399.51499999999,30 днів,Оплачено,2023-04-14,Банківський переказ,
1268,INV-001268,318,136,2023-07-26,2023-09-24,269984.40959999996,45 днів,Оплачено,2023-09-13,Картка,
1269,INV-001269,557,94,2024-12-03,2025-02-01,85616.1306,30 днів,Оплачено,2025-01-11,Банківський переказ,
1270,INV-001270,761,63,2024-03-04,2024-03-05,72722.1495,45 днів,Оплачено,2024-03-05,Банківський переказ,Прем'Єра промовчати лапа тютюн так пристрій процес командир. Зате ефект вскакивать колектив.
1271,INV-001271,743,136,2023-07-25,2023-07-26,78513.3525,45 днів,Оплачено,2023-07-26,Готівка,
1272,INV-001272,339,16,2024-06-25,2024-07-25,193254.91199999998,60 днів,Оплачено,2024-06-26,Банківський переказ,
1273,INV-001273,853,13,2024-03-16,2024-05-15,16856.951999999997,1 Передоплата,Оплачено,2024-04-11,Картка,
1274,INV-001274,100,28,2024-01-29,2024-03-14,313336.00480000005,1 Передоплата,Оплачено,2024-03-11,Картка,
1275,INV-001275,657,21,2023-12-16,2023-12-17,11770.664,1 Передоплата,Прострочено,,,
1276,INV-001276,371,66,2024-05-22,2024-07-06,77212.997,30 днів,Оплачено,2024-06-04,Картка,Набір прохід правління зловити. Кордон прошепотіти білизна дальній мимо присісти медицина.
1277,INV-001277,468,61,2023-06-21,2023-06-22,283892.22,60 днів,Прострочено,,,
1278,INV-001278,454,97,2024-10-06,2024-11-05,212359.9296,60 днів,Прострочено,,,
1279,INV-001279,705,73,2024-08-23,2024-08-24,7053.9384,30 днів,Прострочено,,,
1280,INV-001280,420,115,2023-03-01,2023-03-02,34652.583,1 Передоплата,Оплачено,2023-03-02,Готівка,
1281,INV-001281,382,119,2024-03-25,2024-03-26,437467.1264,45 днів,Оплачено,2024-03-26,Банківський переказ,
1282,INV-001282,570,54,2023-09-16,2023-09-17,220049.32950000002,60 днів,Оплачено,2023-09-17,Готівка,Покинути один олівець триста дальній подвірʼя. Заява вітрина підземний картинка гуляти роса.
1283,INV-001283,973,33,2023-02-04,2023-02-05,201917.8304,30 днів,Оплачено,2023-02-05,Банківський переказ,
1284,INV-001284,91,139,2023-01-12,2023-03-13,121907.65749999999,1 Передоплата,Оплачено,2023-02-20,Картка,
1285,INV-001285,481,85,2024-02-06,2024-03-22,26664.556800000002,30 днів,Оплачено,2024-02-09,Банківський переказ,
1286,INV-001286,938,102,2024-11-19,2024-11-20,89365.53,1 Передоплата,Прострочено,,,
1287,INV-001287,753,121,2023-03-09,2023-04-08,25104.807,60 днів,Оплачено,2023-03-14,Банківський переказ,
1288,INV-001288,33,88,2023-09-05,2023-11-04,186976.70099999997,1 Передоплата,Оплачено,2023-11-03,Картка,
1289,INV-001289,900,90,2023-01-15,2023-03-01,47179.5964,1 Передоплата,Прострочено,,,
1290,INV-001290,709,83,2023-11-05,2023-12-20,205238.9828,45 днів,Прострочено,,,
1291,INV-001291,166,57,2024-10-13,2024-11-12,664650.014,1 Передоплата,Оплачено,2024-11-11,Готівка,
1292,INV-001292,160,39,2024-04-27,2024-06-11,16641.9214,30 днів,Прострочено,,,
1293,INV-001293,347,28,2023-12-02,2024-01-16,125444.88,30 днів,Оплачено,2023-12-28,Готівка,Картинка правління бок заборонити реклама означати.
1294,INV-001294,828,115,2023-05-31,2023-06-30,169549.27109999998,30 днів,Оплачено,2023-06-18,Готівка,
1295,INV-001295,252,98,2023-10-13,2023-11-27,1213.389,30 днів,Оплачено,2023-10-16,Картка,
1296,INV-001296,763,11,2023-03-05,2023-04-19,35235.0075,30 днів,Оплачено,2023-03-22,Готівка,
1297,INV-001297,808,56,2024-07-29,2024-08-28,39274.75199999999,30 днів,Оплачено,2024-08-11,Банківський переказ,
1298,INV-001298,80,111,2023-11-15,2023-12-30,172298.707,30 днів,Оплачено,2023-12-08,Картка,
1299,INV-001299,724,118,2024-01-12,2024-02-11,18178.4967,1 Передоплата,Прострочено,,,Приятель інтелектуальний іспит правий.
1300,INV-001300,312,117,2024-09-21,2024-10-21,75550.2252,1 Передоплата,Прострочено,,,Гіркий який падати простір занадто. Комунізм тютюн шолом забирати.
1301,INV-001301,157,79,2024-05-15,2024-05-16,115533.70920000001,60 днів,Оплачено,2024-05-16,Банківський переказ,
1302,INV-001302,817,136,2023-02-27,2023-04-28,150838.3659,45 днів,Оплачено,2023-04-23,Готівка,Увійти безпорадний підлога керівник діловий розгубитися.
1303,INV-001303,849,123,2024-12-20,2025-02-18,305152.785,60 днів,Оплачено,2024-12-28,Готівка,Простір діловий народ космос намір й забирати.
1304,INV-001304,275,98,2023-08-04,2023-09-18,267991.48,30 днів,Оплачено,2023-08-05,Банківський переказ,
1305,INV-001305,300,4,2024-06-19,2024-08-18,75512.51999999999,30 днів,Прострочено,,,Байдужий й пристрій отже іспит. Їсти валюта редактор головка щось направо бажання розлад.
1306,INV-001306,341,62,2024-07-22,2024-09-20,2716.6850000000004,30 днів,Оплачено,2024-07-28,Картка,
1307,INV-001307,397,62,2023-03-27,2023-05-11,193371.2616,30 днів,Оплачено,2023-05-11,Банківський переказ,
1308,INV-001308,945,123,2024-04-27,2024-04-28,18918.4719,30 днів,Оплачено,2024-04-28,Банківський переказ,
1309,INV-001309,415,100,2024-07-05,2024-07-06,28965.7365,1 Передоплата,Оплачено,2024-07-06,Банківський переказ,
1310,INV-001310,669,30,2024-09-13,2024-11-12,51813.907199999994,45 днів,Оплачено,2024-10-05,Готівка,
1311,INV-001311,40,136,2023-06-27,2023-08-26,187829.504,30 днів,Прострочено,,,
1312,INV-001312,752,105,2023-12-19,2023-12-20,150664.3612,45 днів,Оплачено,2023-12-20,Картка,
1313,INV-001313,39,65,2024-02-28,2024-04-28,11142.266,30 днів,Оплачено,2024-03-03,Готівка,
1314,INV-001314,73,123,2024-11-10,2024-11-11,12712.0728,60 днів,Оплачено,2024-11-11,Готівка,
1315,INV-001315,873,38,2023-06-06,2023-07-21,2750.3448,60 днів,Оплачено,2023-06-18,Готівка,Нервово ніж ремінь полум'я процес факультет. Близько услати радити виблискувати а висіти постійний.
1316,INV-001316,691,19,2023-04-02,2023-04-03,322015.4295,45 днів,Оплачено,2023-04-03,Картка,Колишній пристрасть почуття жорстокий. Вказаний триста міркування адже.
1317,INV-001317,895,19,2023-04-13,2023-05-13,200951.18839999998,60 днів,Оплачено,2023-05-01,Картка,Яблуко дрімати відділ палець. Покоління команда господь іспит темніти.
1318,INV-001318,950,6,2023-11-11,2023-12-26,212501.85,45 днів,Прострочено,,,
1319,INV-001319,760,11,2024-11-02,2024-11-03,240676.14,60 днів,Оплачено,2024-11-03,Банківський переказ,Збудження діставати валюта простір правий дихання труп. Зате один дружно почуття при космос.
1320,INV-001320,734,58,2023-10-29,2023-12-13,333427.84200000006,30 днів,Оплачено,2023-12-09,Банківський переказ,
1321,INV-001321,405,66,2023-08-24,2023-10-08,331774.4808,30 днів,Оплачено,2023-10-06,Картка,
1322,INV-001322,467,55,2024-05-19,2024-06-18,48098.7528,45 днів,Оплачено,2024-05-25,Готівка,
1323,INV-001323,871,57,2024-07-23,2024-09-06,80476.5216,60 днів,Прострочено,,,
1324,INV-001324,912,58,2024-07-09,2024-07-10,276427.20149999997,45 днів,Оплачено,2024-07-10,Картка,
1325,INV-001325,890,136,2023-07-22,2023-07-23,482046.64320000005,30 днів,Оплачено,2023-07-23,Готівка,
1326,INV-001326,639,24,2024-07-21,2024-09-04,94992.16319999998,1 Передоплата,Оплачено,2024-08-25,Готівка,
1327,INV-001327,258,132,2023-06-19,2023-08-18,29391.120000000003,60 днів,Оплачено,2023-07-27,Банківський переказ,Вперед рішення покидати вчений штаб правий. Намір нога результат голубчик близько.
1328,INV-001328,859,104,2023-06-15,2023-08-14,51707.5048,30 днів,Оплачено,2023-06-19,Банківський переказ,Район потягнутися диявол інструкція. Заклад скинути серйозний міркування.
1329,INV-001329,232,123,2024-12-15,2025-01-29,155819.331,30 днів,Оплачено,2025-01-20,Готівка,
1330,INV-001330,40,136,2023-06-27,2023-08-26,187829.504,45 днів,Оплачено,2023-07-12,Готівка,
1331,INV-001331,286,20,2023-01-19,2023-02-18,398334.209,45 днів,Прострочено,,,
1332,INV-001332,11,136,2024-05-01,2024-05-31,423953.175,60 днів,Оплачено,2024-05-19,Банківський переказ,
1333,INV-001333,185,38,2024-05-14,2024-06-28,35964.2681,1 Передоплата,Оплачено,2024-06-02,Банківський переказ,
1334,INV-001334,811,22,2023-06-10,2023-06-11,419490.51,1 Передоплата,Оплачено,2023-06-11,Готівка,
1335,INV-001335,705,73,2024-08-23,2024-09-22,7053.9384,45 днів,Оплачено,2024-09-09,Банківський переказ,
1336,INV-001336,799,46,2023-06-05,2023-06-06,35409.6198,30 днів,Оплачено,2023-06-06,Готівка,
