attendance_id,employee_id,date,status,time_in,time_out,hours_worked,overtime_hours,notes
1995,17,2024-12-12,Присутній,2024-12-12 09:03:00,2024-12-12 18:48:00,7.85,0.0,
1996,138,2022-01-31,Присутній,2022-01-31 08:50:00,2022-01-31 17:57:00,7.82,0.0,
1997,77,2024-05-21,Присутній,2024-05-21 08:20:00,2024-05-21 17:31:00,7.75,0.0,
1998,12,2021-07-12,Присутній,2021-07-12 08:13:00,2021-07-12 19:15:00,7.59,0.0,
1999,57,2024-06-06,Присутній,2024-06-06 09:16:00,2024-06-06 19:16:00,8.43,0.43,
2000,149,2024-08-06,Присутній,2024-08-06 09:19:00,2024-08-06 17:03:00,8.35,0.35,Ніч відповідність друкувати. Повністю даль при один зрозумілий покинути мати слати.
2001,13,2023-02-16,Присутній,2023-02-16 10:28:00,2023-02-16 18:03:00,8.04,0.04,Їсти лягати приятель адже забирати за місце. Прохід близько дихання господь за.
2002,102,2024-06-23,Вихідний,,,0.0,0.0,
2003,152,2024-12-14,Вихідний,,,0.0,0.0,
2004,19,2024-02-03,Вихідний,,,0.0,0.0,
2005,111,2024-03-16,Вихідний,,,0.0,0.0,
2006,193,2022-03-20,Вихідний,,,0.0,0.0,
2007,162,2024-12-23,Присутній,2024-12-23 08:44:00,2024-12-23 18:47:00,7.82,0.0,
2008,93,2021-12-09,Присутній,2021-12-09 08:49:00,2021-12-09 17:00:00,7.84,0.0,
2009,86,2024-03-26,Присутній,2024-03-26 08:11:00,2024-03-26 17:37:00,7.97,0.0,
2010,170,2020-09-28,Присутній,2020-09-28 10:26:00,2020-09-28 18:26:00,8.2,0.2,
2011,165,2023-02-02,Присутній,2023-02-02 10:02:00,2023-02-02 19:21:00,8.04,0.04,Висіти багаття вчений будівництво командувач направо надати. Новий олівець блискучий кпсс спосіб.
2012,191,2024-07-24,Присутній,2024-07-24 10:00:00,2024-07-24 17:42:00,7.54,0.0,
2013,36,2024-12-16,Присутній,2024-12-16 09:09:00,2024-12-16 19:59:00,7.62,0.0,
2014,35,2024-10-31,Присутній,2024-10-31 09:20:00,2024-10-31 19:23:00,8.34,0.34,Ґудзик затягнутися міра брову. Шкіра другий яблуко військовий. Поїзд червонй написати пробувати.
2015,132,2024-02-29,Присутній,2024-02-29 09:06:00,2024-02-29 17:54:00,8.04,0.04,Інвалід їжа розлад а бетонний реклама. Упустити відповідність ідея.
2016,25,2023-01-25,Лікарняний,,,0.0,0.0,
2017,68,2024-01-19,Присутній,2024-01-19 09:57:00,2024-01-19 17:45:00,8.19,0.19,
2018,122,2024-12-08,Вихідний,,,0.0,0.0,
2019,83,2024-12-18,Присутній,2024-12-18 08:34:00,2024-12-18 18:24:00,7.82,0.0,
2020,8,2024-04-19,Присутній,2024-04-19 10:46:00,2024-04-19 18:34:00,7.8,0.0,
2021,32,2023-08-04,Присутній,2023-08-04 10:05:00,2023-08-04 19:06:00,7.99,0.0,
2022,170,2021-12-03,Присутній,2021-12-03 09:25:00,2021-12-03 17:27:00,8.13,0.13,
2023,106,2023-10-26,Присутній,2023-10-26 09:25:00,2023-10-26 17:17:00,8.21,0.21,
2024,169,2024-11-11,Відпустка,,,0.0,0.0,
2025,44,2024-12-03,Запізнення,2024-12-03 09:01:00,2024-12-03 17:57:00,6.53,0.0,
2026,14,2022-04-27,Запізнення,2022-04-27 09:28:00,2022-04-27 18:14:00,6.93,0.0,
2027,1,2022-12-19,Присутній,2022-12-19 08:27:00,2022-12-19 17:34:00,8.2,0.2,
2028,96,2024-08-26,Присутній,2024-08-26 10:07:00,2024-08-26 19:14:00,8.42,0.42,
2029,62,2024-07-11,Присутній,2024-07-11 10:33:00,2024-07-11 17:10:00,8.41,0.41,Наполегливо досліджено гіркий розуміти.
2030,88,2024-10-01,Присутній,2024-10-01 09:22:00,2024-10-01 19:23:00,8.16,0.16,
2031,200,2024-07-13,Вихідний,,,0.0,0.0,
2032,61,2024-11-03,Вихідний,,,0.0,0.0,
2033,10,2024-03-21,Присутній,2024-03-21 08:12:00,2024-03-21 17:54:00,7.95,0.0,
2034,55,2024-11-24,Вихідний,,,0.0,0.0,
2035,130,2024-04-05,Присутній,2024-04-05 09:14:00,2024-04-05 17:40:00,8.46,0.46,Дальній інтелектуальний слати коваль художній. Розвинений почуття сміятися друкувати приходити.
2036,68,2023-09-18,Присутній,2023-09-18 10:25:00,2023-09-18 19:03:00,8.48,0.48,
2037,152,2024-08-01,Присутній,2024-08-01 09:35:00,2024-08-01 17:10:00,7.72,0.0,
2038,74,2024-02-14,Присутній,2024-02-14 08:54:00,2024-02-14 19:40:00,8.04,0.04,Білизна ніч висіти темніти процес інший. Натиснути присвятити купа чоловічок розводити рота вираз.
2039,66,2023-08-09,Лікарняний,,,0.0,0.0,
2040,192,2023-03-13,Присутній,2023-03-13 08:54:00,2023-03-13 17:35:00,7.88,0.0,
2041,159,2022-03-22,Присутній,2022-03-22 09:30:00,2022-03-22 17:11:00,7.55,0.0,
2042,142,2024-12-02,Присутній,2024-12-02 09:41:00,2024-12-02 19:53:00,8.1,0.1,
2043,31,2024-05-20,Присутній,2024-05-20 08:35:00,2024-05-20 18:00:00,7.75,0.0,
2044,66,2024-01-12,Присутній,2024-01-12 09:09:00,2024-01-12 17:31:00,7.56,0.0,
2045,92,2023-04-23,Вихідний,,,0.0,0.0,
2046,131,2023-07-21,Присутній,2023-07-21 08:23:00,2023-07-21 19:27:00,8.38,0.38,
2047,58,2023-12-24,Вихідний,,,0.0,0.0,Палиця порт академік. Порівняння груди зображати заборонити простір.
2048,76,2024-12-18,Присутній,2024-12-18 09:34:00,2024-12-18 19:32:00,7.63,0.0,
2049,122,2024-01-25,Присутній,2024-01-25 09:48:00,2024-01-25 17:51:00,8.11,0.11,
2050,5,2022-02-16,Присутній,2022-02-16 08:43:00,2022-02-16 18:11:00,8.47,0.47,
2051,41,2023-08-12,Вихідний,,,0.0,0.0,
2052,113,2023-06-11,Вихідний,,,0.0,0.0,
2053,128,2023-07-16,Вихідний,,,0.0,0.0,Й підкинути угодний низький метелик степ вскакивать. Поріг виражений заклад передо потім.
2054,176,2023-09-14,Лікарняний,,,0.0,0.0,
2055,191,2021-11-29,Присутній,2021-11-29 09:00:00,2021-11-29 18:59:00,8.14,0.14,Хотіти кпсс інтелектуальний бок уточнити перетнути. Задерти присісти господь.
2056,27,2024-06-18,Лікарняний,,,0.0,0.0,
2057,1,2022-05-28,Вихідний,,,0.0,0.0,Радити міф міркування суглоб.
2058,29,2024-11-28,Присутній,2024-11-28 10:58:00,2024-11-28 17:28:00,8.43,0.43,
2059,191,2022-05-29,Вихідний,,,0.0,0.0,
2060,39,2024-05-29,Присутній,2024-05-29 08:54:00,2024-05-29 18:47:00,7.62,0.0,
2061,47,2023-10-07,Вихідний,,,0.0,0.0,Факультет монета радість ягода запустити.
2062,137,2024-12-13,Присутній,2024-12-13 08:07:00,2024-12-13 17:24:00,7.99,0.0,
2063,186,2024-07-20,Вихідний,,,0.0,0.0,
2064,125,2024-03-20,Запізнення,2024-03-20 09:39:00,2024-03-20 17:24:00,6.93,0.0,
2065,128,2023-12-24,Вихідний,,,0.0,0.0,
2066,148,2024-09-04,Присутній,2024-09-04 08:37:00,2024-09-04 17:09:00,7.81,0.0,Так нині синок голубчик триста.
2067,40,2024-05-26,Вихідний,,,0.0,0.0,Порода шкіра передо товар процес. Їсти епоха прем'єра вчора висіти.
2068,187,2022-11-05,Вихідний,,,0.0,0.0,
2069,27,2021-09-12,Вихідний,,,0.0,0.0,
2070,24,2023-03-28,Лікарняний,,,0.0,0.0,Рис прохід тьмяний ручка перед увійти командувач. Сумний черговий трубка брову можливо.
2071,103,2024-11-03,Вихідний,,,0.0,0.0,
2072,78,2024-04-30,Присутній,2024-04-30 09:53:00,2024-04-30 19:07:00,7.94,0.0,Виднітися бак народ міра адвокат упустити висіти.
2073,135,2023-04-24,Присутній,2023-04-24 09:40:00,2023-04-24 17:37:00,8.34,0.34,
2074,75,2024-10-18,Запізнення,2024-10-18 09:22:00,2024-10-18 19:55:00,7.42,0.0,
2075,39,2024-04-23,Присутній,2024-04-23 10:27:00,2024-04-23 19:17:00,7.77,0.0,
2076,64,2023-01-08,Вихідний,,,0.0,0.0,
2077,157,2024-12-28,Вихідний,,,0.0,0.0,Тута протягувати що-небудь друкувати. Радити зображати виднітися.
2078,145,2024-12-21,Вихідний,,,0.0,0.0,
2079,8,2022-02-02,Присутній,2022-02-02 09:52:00,2022-02-02 17:25:00,8.22,0.22,
2080,76,2024-12-26,Присутній,2024-12-26 10:34:00,2024-12-26 18:26:00,8.12,0.12,
2081,59,2024-05-08,Лікарняний,,,0.0,0.0,
2082,44,2024-04-19,Присутній,2024-04-19 10:58:00,2024-04-19 19:44:00,8.01,0.01,
2083,148,2024-09-03,Присутній,2024-09-03 09:00:00,2024-09-03 18:38:00,7.66,0.0,
2084,52,2023-10-26,Присутній,2023-10-26 10:08:00,2023-10-26 18:29:00,7.9,0.0,
2085,174,2023-12-21,Присутній,2023-12-21 08:48:00,2023-12-21 17:49:00,8.25,0.25,
2086,148,2024-02-27,Лікарняний,,,0.0,0.0,
2087,16,2022-11-19,Вихідний,,,0.0,0.0,
2088,168,2024-02-10,Вихідний,,,0.0,0.0,
2089,149,2024-10-05,Вихідний,,,0.0,0.0,
2090,25,2022-11-29,Присутній,2022-11-29 08:21:00,2022-11-29 19:42:00,8.41,0.41,
2091,127,2024-07-21,Вихідний,,,0.0,0.0,
2092,108,2024-12-19,Присутній,2024-12-19 09:00:00,2024-12-19 17:23:00,7.7,0.0,
2093,27,2023-04-13,Присутній,2023-04-13 08:43:00,2023-04-13 17:06:00,8.06,0.06,
2094,84,2024-01-03,Запізнення,2024-01-03 10:43:00,2024-01-03 18:39:00,6.07,0.0,
2095,177,2023-09-05,Присутній,2023-09-05 10:37:00,2023-09-05 19:16:00,7.79,0.0,
2096,199,2024-07-29,Лікарняний,,,0.0,0.0,
2097,130,2024-01-04,Присутній,2024-01-04 10:32:00,2024-01-04 19:52:00,7.54,0.0,
2098,150,2023-06-05,Відпустка,,,0.0,0.0,
2099,164,2024-12-22,Вихідний,,,0.0,0.0,
2100,181,2024-07-21,Вихідний,,,0.0,0.0,
2101,131,2024-08-02,Присутній,2024-08-02 08:09:00,2024-08-02 17:03:00,8.5,0.5,Танцювати команда що-небудь пристрій ідея кидати падати.
2102,132,2024-04-21,Вихідний,,,0.0,0.0,
2103,26,2020-12-28,Присутній,2020-12-28 10:39:00,2020-12-28 18:35:00,7.89,0.0,
2104,162,2024-12-29,Вихідний,,,0.0,0.0,
2105,41,2024-10-29,Присутній,2024-10-29 08:51:00,2024-10-29 19:10:00,7.8,0.0,
2106,59,2023-09-16,Вихідний,,,0.0,0.0,
2107,159,2023-02-08,Присутній,2023-02-08 10:44:00,2023-02-08 19:16:00,8.05,0.05,
2108,33,2022-06-11,Вихідний,,,0.0,0.0,Конструкція картинка розлад ліхтарик почуття збільшуватися. Термін вовк спорт мета чоловічок рис.
2109,108,2024-08-01,Відпустка,,,0.0,0.0,
2110,76,2024-11-25,Присутній,2024-11-25 10:16:00,2024-11-25 19:38:00,7.79,0.0,
2111,167,2024-09-29,Вихідний,,,0.0,0.0,
2112,61,2023-10-30,Присутній,2023-10-30 10:47:00,2023-10-30 19:21:00,8.13,0.13,
2113,140,2024-11-13,Присутній,2024-11-13 09:56:00,2024-11-13 19:40:00,7.91,0.0,"Дрібниця за покидати. Затримати почуття гідність правий.
Аж салон висіти очко оборот подробиця."
2114,13,2022-10-08,Вихідний,,,0.0,0.0,Кпсс розвернутися вказаний житель заробити. Зміна здригнутися холодно солома гуляти соціалістичний.
2115,126,2024-11-03,Вихідний,,,0.0,0.0,
2116,180,2022-12-27,Присутній,2022-12-27 08:52:00,2022-12-27 17:15:00,7.69,0.0,
2117,27,2023-06-22,Присутній,2023-06-22 10:21:00,2023-06-22 17:09:00,8.12,0.12,
2118,61,2024-04-30,Присутній,2024-04-30 10:48:00,2024-04-30 17:29:00,8.06,0.06,
2119,126,2024-08-20,Присутній,2024-08-20 08:24:00,2024-08-20 18:14:00,8.49,0.49,
2120,138,2024-09-13,Присутній,2024-09-13 10:41:00,2024-09-13 18:05:00,7.64,0.0,
2121,108,2024-08-31,Вихідний,,,0.0,0.0,
2122,96,2024-07-20,Вихідний,,,0.0,0.0,
2123,54,2024-12-20,Присутній,2024-12-20 10:54:00,2024-12-20 19:05:00,8.17,0.17,
2124,59,2024-05-30,Присутній,2024-05-30 08:35:00,2024-05-30 18:50:00,8.45,0.45,
2125,180,2022-11-02,Присутній,2022-11-02 10:24:00,2022-11-02 17:08:00,7.54,0.0,
2126,23,2023-04-21,Присутній,2023-04-21 08:47:00,2023-04-21 18:40:00,8.47,0.47,
2127,187,2022-11-17,Присутній,2022-11-17 08:44:00,2022-11-17 18:17:00,7.89,0.0,Залучати потім інфекція червень здригнутися порівняння. Головка кора який ніж.
2128,144,2024-01-11,Присутній,2024-01-11 10:48:00,2024-01-11 17:16:00,7.66,0.0,
2129,84,2023-07-31,Присутній,2023-07-31 10:45:00,2023-07-31 18:49:00,7.9,0.0,Командир щось упустити самостійно.
2130,68,2023-11-29,Лікарняний,,,0.0,0.0,
2131,41,2022-07-18,Присутній,2022-07-18 10:08:00,2022-07-18 18:48:00,7.58,0.0,Діставати відповідність розстебнути міра інший пропадати триста.
2132,186,2021-04-28,Присутній,2021-04-28 10:15:00,2021-04-28 19:25:00,7.6,0.0,Термін пастух князь шкіра шкільний. Від'Їзд адвокат потрясти відповідність правильний.
2133,67,2024-11-21,Присутній,2024-11-21 10:08:00,2024-11-21 17:35:00,7.68,0.0,
2134,22,2023-06-26,Присутній,2023-06-26 10:41:00,2023-06-26 17:37:00,7.62,0.0,
2135,165,2021-07-04,Вихідний,,,0.0,0.0,
2136,166,2023-06-23,Присутній,2023-06-23 09:46:00,2023-06-23 18:56:00,8.35,0.35,
2137,78,2024-01-01,Присутній,2024-01-01 09:11:00,2024-01-01 17:30:00,8.48,0.48,
2138,59,2023-10-30,Присутній,2023-10-30 10:25:00,2023-10-30 18:35:00,8.28,0.28,
2139,172,2024-11-23,Вихідний,,,0.0,0.0,
2140,89,2024-08-05,Присутній,2024-08-05 08:55:00,2024-08-05 18:58:00,8.42,0.42,Провінція почуття уникати ґаздиня перед синок. Нервово епоха співати інший.
2141,142,2024-01-03,Присутній,2024-01-03 09:48:00,2024-01-03 18:53:00,7.74,0.0,
2142,70,2022-05-15,Вихідний,,,0.0,0.0,
2143,72,2024-03-15,Присутній,2024-03-15 08:35:00,2024-03-15 18:33:00,8.43,0.43,Ефект полюбити кидати прощення полум'я жити поріг. Сходити більше самостійно задерти.
2144,136,2022-10-10,Присутній,2022-10-10 08:41:00,2022-10-10 19:24:00,8.11,0.11,
2145,77,2024-10-13,Вихідний,,,0.0,0.0,Недолік ніж увійти їсти несподіваний. ПодвірʼЯ ідея лягати вітрина господь отже.
2146,115,2024-12-03,Присутній,2024-12-03 09:07:00,2024-12-03 19:21:00,8.29,0.29,
2147,119,2023-09-27,Присутній,2023-09-27 09:07:00,2023-09-27 18:11:00,8.23,0.23,
2148,168,2023-05-06,Вихідний,,,0.0,0.0,
2149,75,2024-09-17,Присутній,2024-09-17 10:52:00,2024-09-17 19:52:00,8.14,0.14,Банда за раніше зміна. Інфекція зарплата потім.
2150,65,2020-09-01,Присутній,2020-09-01 08:02:00,2020-09-01 19:16:00,7.8,0.0,Каюта інший покидати фахівець застосовуватися.
2151,126,2024-09-05,Присутній,2024-09-05 08:23:00,2024-09-05 19:54:00,7.76,0.0,Їжа м'який нога щастя ламати виражений. Вивести помовчати підкинути лягати інструкція.
2152,56,2024-06-02,Вихідний,,,0.0,0.0,
2153,136,2022-11-02,Присутній,2022-11-02 09:20:00,2022-11-02 19:33:00,8.44,0.44,
2154,182,2024-10-20,Вихідний,,,0.0,0.0,
2155,188,2024-11-02,Вихідний,,,0.0,0.0,
2156,183,2024-02-03,Вихідний,,,0.0,0.0,
2157,104,2024-12-16,Присутній,2024-12-16 09:22:00,2024-12-16 18:03:00,8.27,0.27,
2158,112,2020-11-21,Вихідний,,,0.0,0.0,Потрясти вибирати рідкий головний. Кишеня покоління художній м'який юний.
2159,61,2022-07-03,Вихідний,,,0.0,0.0,Гуляти число витримати зміна паща співрозмовник. Хата рот здалеку вскакивать спорт знімати вмирати.
2160,171,2023-07-18,Присутній,2023-07-18 09:01:00,2023-07-18 19:20:00,7.83,0.0,
2161,169,2024-12-01,Вихідний,,,0.0,0.0,
2162,163,2021-03-25,Присутній,2021-03-25 08:32:00,2021-03-25 19:15:00,8.09,0.09,
2163,161,2024-12-23,Присутній,2024-12-23 09:11:00,2024-12-23 17:03:00,7.94,0.0,
2164,199,2024-12-29,Вихідний,,,0.0,0.0,Здригнутися потрясти недолік степ вперед. Неправда вчора банда відзначити. Забирати ліхтарик брову.
2165,88,2024-06-05,Лікарняний,,,0.0,0.0,
2166,1,2022-08-08,Присутній,2022-08-08 08:34:00,2022-08-08 17:25:00,7.85,0.0,
2167,23,2023-03-19,Вихідний,,,0.0,0.0,
2168,69,2024-01-17,Присутній,2024-01-17 08:19:00,2024-01-17 18:25:00,8.39,0.39,
2169,110,2023-07-21,Лікарняний,,,0.0,0.0,
2170,108,2024-07-15,Присутній,2024-07-15 09:31:00,2024-07-15 18:38:00,8.31,0.31,
2171,155,2024-06-18,Присутній,2024-06-18 09:16:00,2024-06-18 17:16:00,8.01,0.01,
2172,194,2024-09-23,Присутній,2024-09-23 08:40:00,2024-09-23 19:13:00,7.65,0.0,Падати пані інтелектуальний купа. Спорт легко керівник обуритися виднітися.
2173,173,2022-08-10,Присутній,2022-08-10 10:31:00,2022-08-10 18:01:00,7.93,0.0,Спасти камінчик камінчик. Ніч тута купа-невеличка заборонити метелик розгубитися бетонний.
2174,192,2024-05-02,Відпустка,,,0.0,0.0,
2175,115,2023-11-02,Присутній,2023-11-02 10:19:00,2023-11-02 17:10:00,7.59,0.0,
2176,58,2024-01-08,Запізнення,2024-01-08 08:56:00,2024-01-08 18:11:00,6.48,0.0,Головний пропадати похмуро перетнути коричневий розлад монета.
2177,12,2020-05-05,Присутній,2020-05-05 08:57:00,2020-05-05 19:08:00,7.85,0.0,
2178,116,2023-11-06,Присутній,2023-11-06 10:22:00,2023-11-06 19:10:00,8.44,0.44,
2179,34,2024-12-28,Вихідний,,,0.0,0.0,
2180,191,2021-04-21,Присутній,2021-04-21 08:51:00,2021-04-21 18:26:00,8.35,0.35,
2181,31,2024-11-01,Присутній,2024-11-01 08:20:00,2024-11-01 19:21:00,8.16,0.16,
2182,9,2024-12-25,Присутній,2024-12-25 10:17:00,2024-12-25 17:17:00,8.45,0.45,
2183,87,2024-10-17,Присутній,2024-10-17 10:53:00,2024-10-17 18:21:00,7.81,0.0,
2184,80,2020-03-22,Вихідний,,,0.0,0.0,
2185,68,2024-09-10,Присутній,2024-09-10 09:46:00,2024-09-10 19:18:00,7.6,0.0,Даль забирати гроші ремінь. Труп природний ремінь черговий.
2186,26,2024-05-08,Присутній,2024-05-08 10:58:00,2024-05-08 18:56:00,7.66,0.0,
2187,185,2024-06-21,Присутній,2024-06-21 09:33:00,2024-06-21 19:21:00,7.87,0.0,
2188,54,2024-11-21,Присутній,2024-11-21 10:12:00,2024-11-21 17:52:00,8.45,0.45,
2189,65,2021-05-03,Присутній,2021-05-03 09:30:00,2021-05-03 18:01:00,8.47,0.47,
2190,71,2022-09-24,Вихідний,,,0.0,0.0,
2191,11,2024-11-27,Лікарняний,,,0.0,0.0,
2192,101,2024-11-08,Присутній,2024-11-08 09:27:00,2024-11-08 17:42:00,7.92,0.0,
2193,36,2024-11-05,Присутній,2024-11-05 08:47:00,2024-11-05 18:05:00,8.13,0.13,
2194,54,2024-11-26,Присутній,2024-11-26 10:57:00,2024-11-26 18:04:00,7.91,0.0,
2195,114,2023-11-24,Присутній,2023-11-24 08:26:00,2023-11-24 17:24:00,8.08,0.08,
2196,169,2024-11-11,Запізнення,2024-11-11 10:06:00,2024-11-11 19:43:00,7.12,0.0,
2197,53,2024-08-19,Присутній,2024-08-19 08:50:00,2024-08-19 17:18:00,7.57,0.0,
2198,6,2024-08-16,Присутній,2024-08-16 10:44:00,2024-08-16 18:05:00,7.9,0.0,
2199,76,2024-12-03,Присутній,2024-12-03 10:02:00,2024-12-03 17:18:00,7.51,0.0,
2200,56,2022-10-21,Присутній,2022-10-21 08:43:00,2022-10-21 19:49:00,7.83,0.0,Ідея поява купа-невеличка інший. Доба адже міра співати.
2201,125,2024-03-30,Вихідний,,,0.0,0.0,Трубка сонце заява полюбити.
2202,188,2024-10-27,Вихідний,,,0.0,0.0,
2203,192,2023-10-14,Вихідний,,,0.0,0.0,
2204,7,2024-06-22,Вихідний,,,0.0,0.0,
2205,194,2024-01-06,Вихідний,,,0.0,0.0,Недолік гіркий свіжий встати монета слати. Поява щастя крутий вечір розстебнути хата.
2206,12,2024-07-22,Присутній,2024-07-22 09:03:00,2024-07-22 17:42:00,7.55,0.0,Прірва нарада конструкція ідея чітко. Червень хата рот ламати комунізм сміятися брову.
2207,133,2023-12-26,Присутній,2023-12-26 08:11:00,2023-12-26 17:01:00,7.8,0.0,
2208,57,2024-07-24,Присутній,2024-07-24 09:47:00,2024-07-24 18:24:00,8.2,0.2,
2209,45,2024-11-04,Лікарняний,,,0.0,0.0,
2210,172,2024-07-26,Присутній,2024-07-26 09:59:00,2024-07-26 18:04:00,8.07,0.07,
2211,192,2024-10-06,Вихідний,,,0.0,0.0,
2212,171,2022-09-08,Присутній,2022-09-08 09:13:00,2022-09-08 19:12:00,8.0,0.0,
2213,70,2021-02-24,Присутній,2021-02-24 08:53:00,2021-02-24 18:22:00,8.43,0.43,
2214,111,2024-11-10,Вихідний,,,0.0,0.0,
2215,133,2023-02-17,Присутній,2023-02-17 09:38:00,2023-02-17 19:49:00,8.25,0.25,
2216,16,2022-06-14,Відпустка,,,0.0,0.0,
2217,81,2024-10-26,Вихідний,,,0.0,0.0,
2218,129,2024-06-09,Вихідний,,,0.0,0.0,
2219,47,2024-10-26,Вихідний,,,0.0,0.0,
2220,112,2020-11-27,Присутній,2020-11-27 08:48:00,2020-11-27 17:50:00,7.64,0.0,Хотіти при природа бок заборонити академік яскраво падаль.
2221,99,2023-02-12,Вихідний,,,0.0,0.0,Мигнути результат навряд місце. Упустити раніше що-небудь спорт пити вивчити діставати здригатися.
2222,139,2024-09-28,Вихідний,,,0.0,0.0,
2223,66,2023-10-10,Присутній,2023-10-10 09:15:00,2023-10-10 19:06:00,7.96,0.0,
2224,159,2023-01-12,Присутній,2023-01-12 08:52:00,2023-01-12 18:55:00,7.83,0.0,Диявол отже серйозний покидати склянка юний.
2225,198,2024-08-13,Присутній,2024-08-13 08:48:00,2024-08-13 18:17:00,7.9,0.0,
2226,3,2024-11-16,Вихідний,,,0.0,0.0,
2227,181,2024-09-28,Вихідний,,,0.0,0.0,
2228,199,2024-12-02,Присутній,2024-12-02 09:28:00,2024-12-02 18:07:00,7.95,0.0,
2229,16,2023-07-19,Присутній,2023-07-19 09:19:00,2023-07-19 18:19:00,7.9,0.0,
2230,6,2024-12-17,Присутній,2024-12-17 08:48:00,2024-12-17 18:23:00,7.88,0.0,"Прихований навіщо щось.
Нині палиця приятель намір який міф поставити матерія."
2231,41,2021-01-02,Вихідний,,,0.0,0.0,
2232,80,2020-08-19,Відпустка,,,0.0,0.0,
2233,128,2024-11-15,Присутній,2024-11-15 10:56:00,2024-11-15 17:11:00,8.44,0.44,
2234,135,2024-05-21,Присутній,2024-05-21 08:06:00,2024-05-21 17:01:00,7.91,0.0,
2235,200,2024-06-13,Відпустка,,,0.0,0.0,
2236,75,2024-11-10,Вихідний,,,0.0,0.0,
2237,45,2024-09-20,Присутній,2024-09-20 08:09:00,2024-09-20 18:40:00,8.37,0.37,
2238,146,2022-12-19,Присутній,2022-12-19 08:25:00,2022-12-19 17:20:00,7.7,0.0,
2239,6,2024-08-08,Присутній,2024-08-08 10:36:00,2024-08-08 19:06:00,7.54,0.0,
2240,189,2023-08-15,Присутній,2023-08-15 10:17:00,2023-08-15 19:30:00,8.27,0.27,
2241,65,2024-06-04,Присутній,2024-06-04 08:18:00,2024-06-04 18:58:00,8.11,0.11,Конференція написати плід близько летіти. Незвичайний аналіз щур нарада розкішний.
2242,67,2024-11-28,Присутній,2024-11-28 08:28:00,2024-11-28 18:41:00,7.66,0.0,
2243,42,2024-09-09,Відпустка,,,0.0,0.0,
2244,180,2023-11-28,Запізнення,2023-11-28 10:28:00,2023-11-28 18:46:00,7.26,0.0,
2245,186,2022-04-22,Присутній,2022-04-22 09:12:00,2022-04-22 18:57:00,8.26,0.26,
2246,19,2024-07-15,Присутній,2024-07-15 08:50:00,2024-07-15 19:39:00,7.89,0.0,
2247,50,2024-10-06,Вихідний,,,0.0,0.0,
2248,52,2022-12-09,Присутній,2022-12-09 09:08:00,2022-12-09 18:08:00,7.84,0.0,
2249,11,2024-11-22,Присутній,2024-11-22 08:18:00,2024-11-22 19:56:00,8.08,0.08,
2250,163,2022-09-30,Присутній,2022-09-30 10:52:00,2022-09-30 18:35:00,7.69,0.0,Чотири протягувати художній встати свіжий відповісти легко гіркий.
2251,141,2024-10-04,Присутній,2024-10-04 09:58:00,2024-10-04 17:26:00,8.21,0.21,О затягнутися функція олівець перетнути запустити висіти. Щастя ремінь ліловий різноманітний.
2252,60,2022-06-10,Присутній,2022-06-10 09:55:00,2022-06-10 18:11:00,7.76,0.0,Квапливий лапа коричневий виднітися недолік фахівець точно. Увійти вперед пристрій покинути вечір.
2253,102,2024-09-06,Присутній,2024-09-06 10:57:00,2024-09-06 18:00:00,7.53,0.0,
2254,65,2021-06-07,Присутній,2021-06-07 08:46:00,2021-06-07 19:00:00,7.73,0.0,
2255,163,2021-03-08,Присутній,2021-03-08 08:19:00,2021-03-08 19:10:00,7.98,0.0,
2256,146,2023-08-24,Присутній,2023-08-24 09:45:00,2023-08-24 17:24:00,7.77,0.0,
2257,189,2022-12-22,Присутній,2022-12-22 08:17:00,2022-12-22 19:33:00,8.42,0.42,
2258,117,2022-05-05,Присутній,2022-05-05 10:56:00,2022-05-05 19:28:00,7.54,0.0,
2259,61,2024-12-27,Присутній,2024-12-27 08:58:00,2024-12-27 18:47:00,7.74,0.0,
2260,13,2022-08-25,Присутній,2022-08-25 10:02:00,2022-08-25 18:46:00,7.61,0.0,
2261,8,2024-10-14,Присутній,2024-10-14 09:21:00,2024-10-14 17:03:00,7.63,0.0,Аналіз залучати байдужий пристойний господиня темніти правління. Пані радити вовк надати квапливий.
2262,71,2024-12-07,Вихідний,,,0.0,0.0,
2263,179,2021-04-30,Запізнення,2021-04-30 08:43:00,2021-04-30 17:25:00,6.66,0.0,
2264,158,2022-12-19,Запізнення,2022-12-19 10:56:00,2022-12-19 19:46:00,6.78,0.0,
2265,72,2024-11-30,Вихідний,,,0.0,0.0,
2266,113,2024-03-28,Присутній,2024-03-28 08:31:00,2024-03-28 19:10:00,8.28,0.28,
2267,21,2023-11-13,Присутній,2023-11-13 09:12:00,2023-11-13 18:36:00,7.76,0.0,
2268,26,2022-11-19,Вихідний,,,0.0,0.0,Закласти гіркий повністю правління. Намір хліб навіщо провінція ґазда.
2269,136,2023-09-08,Присутній,2023-09-08 10:49:00,2023-09-08 17:49:00,7.67,0.0,
2270,187,2021-10-07,Присутній,2021-10-07 10:44:00,2021-10-07 18:44:00,8.08,0.08,
2271,30,2024-05-25,Вихідний,,,0.0,0.0,
2272,113,2023-09-25,Присутній,2023-09-25 10:46:00,2023-09-25 18:10:00,7.63,0.0,
2273,11,2023-12-28,Присутній,2023-12-28 10:10:00,2023-12-28 19:10:00,7.75,0.0,
